coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-48,-49.88235294117647,Personal
0.0,0.0,-47,-49.72222222222222,Personal
0.0,0.0,-48,-49.63157894736842,Personal
0.0,0.0,-48,-49.55,Personal
0.0,0.0,-47,-49.42857142857143,Personal
0.0,0.0,-47,-49.31818181818182,Personal
0.0,0.0,-47,-49.21739130434783,Personal
0.0,0.0,-48,-49.166666666666664,Personal
0.0,0.0,-47,-49.08,Personal
0.0,0.0,-47,-49.0,Personal
0.0,0.0,-47,-48.925925925925924,Personal
0.0,0.0,-47,-48.857142857142854,Personal
0.0,0.0,-47,-48.793103448275865,Personal
0.0,0.0,-47,-48.733333333333334,Personal
0.0,0.0,-47,-48.67741935483871,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-48,-47.125,Personal
0.0,0.0,-48,-47.22222222222222,Personal
0.0,0.0,-48,-47.3,Personal
0.0,0.0,-48,-47.36363636363637,Personal
0.0,0.0,-47,-47.333333333333336,Personal
0.0,0.0,-47,-47.30769230769231,Personal
0.0,0.0,-47,-47.285714285714285,Personal
0.0,0.0,-47,-47.266666666666666,Personal
0.0,0.0,-47,-47.25,Personal
0.0,0.0,-47,-47.23529411764706,Personal
0.0,0.0,-47,-47.22222222222222,Personal
0.0,0.0,-48,-47.26315789473684,Personal
0.0,0.0,-47,-47.25,Personal
0.0,0.0,-47,-47.23809523809524,Personal
0.0,0.0,-47,-47.22727272727273,Personal
0.0,0.0,-47,-47.21739130434783,Personal
0.0,0.0,-48,-47.25,Personal
0.0,0.0,-47,-47.24,Personal
0.0,0.0,-47,-47.23076923076923,Personal
0.0,0.0,-47,-47.22222222222222,Personal
0.0,0.0,-47,-47.214285714285715,Personal
0.0,0.0,-47,-47.206896551724135,Personal
0.0,0.0,-47,-47.2,Personal
0.0,0.0,-47,-47.193548387096776,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-50,-47.5,Personal
0.0,0.0,-50,-47.857142857142854,Personal
0.0,0.0,-50,-48.125,Personal
0.0,0.0,-50,-48.333333333333336,Personal
0.0,0.0,-50,-48.5,Personal
0.0,0.0,-50,-48.63636363636363,Personal
0.0,0.0,-50,-48.75,Personal
0.0,0.0,-50,-48.84615384615385,Personal
