,filename,place,floor,x,y,orientation,sample_id,timestamp,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:17:df:7d:70:51,00:15:f9:6c:7d:71,00:17:df:7d:70:52,00:17:df:7d:70:50,00:15:f9:6c:7d:70,00:15:f9:6c:7d:72,88:e3:ab:11:f4:ee,00:11:21:66:75:81,00:11:21:66:75:80,00:11:21:66:75:82,00:12:da:9e:32:31,00:12:da:9e:32:32,00:12:da:9e:32:30,00:11:21:6c:4e:71,00:11:21:6c:4e:72,00:11:21:6c:4e:70,00:12:80:17:ac:ae,00:15:f9:6c:7d:21,00:11:21:6c:50:e0,00:11:21:6c:50:e1,00:11:21:6c:50:e2,00:12:da:9e:31:91,00:15:f9:6c:7d:22,00:15:f9:6c:7d:20,00:0f:60:06:71:2e,00:1b:fc:22:43:4e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
494,"left-to-right-point(8.25,0.75).json",ed2.fct.unl.pt,2,8.25,0.75,67.595184,14,1461865496414,-65.0,-69.0,-69.0,-69.0,-69.0,-68.0,,-75.0,,,-74.0,-74.0,,-88.0,-89.0,-87.0,-86.0,-85.0,-86.0,,,,,,,,,,,,,,,,,,,,
495,"left-to-right-point(8.25,0.75).json",ed2.fct.unl.pt,2,8.25,0.75,67.595184,15,1461865496414,-69.0,-70.0,-69.0,-68.0,-68.0,-68.0,,-74.0,,,-74.0,-69.0,,-87.0,,-87.0,-83.0,-85.0,-86.0,,,,,,,,,,,,,,,,,,,,
496,"left-to-right-point(8.25,0.75).json",ed2.fct.unl.pt,2,8.25,0.75,67.595184,16,1461865496414,-69.0,-68.0,-68.0,-68.0,-68.0,-67.0,,-74.0,,,,-77.0,,-87.0,-87.0,-86.0,-84.0,-84.0,-85.0,,,,,,,,,,,,,,,,,,,,
497,"left-to-right-point(8.25,0.75).json",ed2.fct.unl.pt,2,8.25,0.75,67.595184,17,1461865496414,-66.0,-66.0,-66.0,-68.0,-68.0,-68.0,,,,,-76.0,-76.0,,-86.0,-89.0,-87.0,-83.0,-84.0,-84.0,,,,,,,,,,,,,,,,,,,,
498,"left-to-right-point(8.25,0.75).json",ed2.fct.unl.pt,2,8.25,0.75,67.595184,18,1461865496414,-71.0,-72.0,-71.0,-66.0,-65.0,-65.0,,,,,-76.0,-76.0,,-88.0,-89.0,-87.0,-83.0,-84.0,-83.0,,,,,,,,,,,,,,,,,,,,
499,"left-to-right-point(8.25,0.75).json",ed2.fct.unl.pt,2,8.25,0.75,67.595184,19,1461865496414,-69.0,-69.0,-69.0,-68.0,-68.0,-68.0,,-81.0,,,,-69.0,,-86.0,-88.0,-87.0,-84.0,-81.0,-83.0,,,,,,,,,,,,,,,,,,,,
500,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,0,1461872264490,-62.0,-62.0,-62.0,-71.0,-71.0,-70.0,-86.0,-80.0,-84.0,-86.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,1,1461872264490,-55.0,-56.0,-56.0,-71.0,-72.0,-72.0,-86.0,-84.0,-85.0,-86.0,-87.0,-87.0,-88.0,-86.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,
502,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,2,1461872264490,-55.0,-55.0,-55.0,-71.0,-71.0,-71.0,-87.0,-82.0,-86.0,-85.0,,-86.0,-88.0,-85.0,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
503,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,3,1461872264490,-55.0,-56.0,-56.0,-70.0,-70.0,-70.0,-86.0,-80.0,-84.0,-86.0,-81.0,-86.0,-90.0,-88.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
504,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,4,1461872264490,-55.0,-55.0,-55.0,-69.0,-70.0,-70.0,-84.0,-84.0,-86.0,-85.0,-81.0,-87.0,-90.0,-87.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,
505,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,5,1461872264490,-56.0,-56.0,-56.0,-70.0,-70.0,-70.0,-83.0,-86.0,-86.0,-85.0,,-87.0,-90.0,-88.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,
506,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,6,1461872264490,-56.0,-57.0,-56.0,-69.0,-69.0,-69.0,-86.0,-82.0,-85.0,-86.0,-85.0,-81.0,-89.0,-88.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
507,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,7,1461872264490,-56.0,-55.0,-55.0,-70.0,-70.0,-69.0,-86.0,-84.0,-87.0,-86.0,-86.0,-81.0,-89.0,-86.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,
508,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,8,1461872264490,-56.0,-56.0,-55.0,-69.0,-70.0,-70.0,-87.0,-84.0,-86.0,-85.0,-86.0,-86.0,-89.0,-86.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
509,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,9,1461872264490,-56.0,-56.0,-55.0,-69.0,-70.0,-70.0,-87.0,-87.0,-86.0,-85.0,,-86.0,-89.0,-86.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
510,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,10,1461872264490,-56.0,-55.0,-56.0,-69.0,-70.0,-70.0,-88.0,-80.0,-84.0,-86.0,,,-89.0,-87.0,-89.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
511,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,11,1461872264490,-54.0,-55.0,-55.0,-69.0,-71.0,-70.0,-88.0,-84.0,-84.0,-86.0,,,-89.0,-87.0,-89.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
512,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,12,1461872264490,-54.0,-54.0,-54.0,-69.0,-69.0,-70.0,-88.0,-87.0,-85.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,13,1461872264490,-51.0,-51.0,-52.0,-76.0,-75.0,-76.0,-85.0,-86.0,-86.0,-86.0,,,,-88.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,
514,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,14,1461872264490,-62.0,-62.0,-61.0,-74.0,-73.0,-73.0,-86.0,-83.0,-85.0,-84.0,,,-90.0,-88.0,-87.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,
515,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,15,1461872264490,-53.0,-54.0,-53.0,-71.0,-71.0,-71.0,-85.0,-87.0,-86.0,-86.0,,,-89.0,-89.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
516,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,16,1461872264490,-57.0,-57.0,-57.0,-69.0,-69.0,-69.0,-86.0,-84.0,-86.0,-87.0,-85.0,,-89.0,-89.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
517,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,17,1461872264490,-56.0,-56.0,-56.0,-70.0,-71.0,-70.0,-86.0,-85.0,-87.0,-88.0,-86.0,,,-86.0,-87.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,
518,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,18,1461872264490,-56.0,-55.0,-56.0,-70.0,-70.0,-70.0,-85.0,-83.0,-85.0,-87.0,-86.0,-84.0,-90.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
519,"right-to-left-point(0.25,0.75).json",ed2.fct.unl.pt,2,0.25,0.75,224.16597,19,1461872264490,-54.0,-55.0,-54.0,-69.0,-68.0,-69.0,-85.0,-80.0,-85.0,-85.0,-76.0,-76.0,-90.0,-86.0,-87.0,-86.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,,
520,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,227.39528,0,1461871681077,-55.0,-55.0,-55.0,-67.0,-67.0,-67.0,,-75.0,,,-74.0,-77.0,-88.0,-85.0,,-83.0,-77.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,
521,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,1,1461871681077,-58.0,-58.0,-58.0,-66.0,-66.0,-66.0,,-72.0,,,-69.0,-71.0,-88.0,-85.0,,-83.0,-78.0,-80.0,-78.0,,,,,,,,,,,,,,,,,,,,
522,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,2,1461871681077,-56.0,-56.0,-56.0,-68.0,-68.0,-68.0,,-71.0,,,-71.0,-67.0,-88.0,-86.0,-88.0,-86.0,-86.0,-80.0,-77.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,
523,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,3,1461871681077,-55.0,-56.0,-56.0,-65.0,-65.0,-65.0,,-68.0,,,-73.0,-71.0,-87.0,-85.0,-85.0,-88.0,-79.0,-78.0,-78.0,-88.0,-88.0,,-89.0,,,,,,,,,,,,,,,,
524,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,4,1461871681077,-57.0,-57.0,-57.0,-71.0,-73.0,-73.0,,-71.0,,,-71.0,-73.0,-88.0,-85.0,-85.0,-87.0,-78.0,-79.0,-79.0,,,,-89.0,,,,,,,,,,,,,,,,
525,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,5,1461871681077,-57.0,-57.0,-56.0,-71.0,-70.0,-70.0,,-71.0,,,-72.0,-73.0,-90.0,-85.0,-85.0,-87.0,-78.0,-79.0,-85.0,,,,,,,,,,,,,,,,,,,,
526,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,6,1461871681077,-57.0,-56.0,-57.0,-71.0,-69.0,-67.0,,-69.0,,,-70.0,-69.0,-88.0,-87.0,-85.0,-87.0,-78.0,-78.0,-78.0,,,,,,,,,,,,,,,,,,,,
527,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,7,1461871681077,-55.0,-55.0,-55.0,-71.0,-70.0,-70.0,,-70.0,,,-71.0,-69.0,-89.0,-88.0,-87.0,-87.0,-79.0,-77.0,-78.0,,-89.0,,-90.0,,,,,,,,,,,,,,,,
528,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,8,1461871681077,-56.0,-56.0,-55.0,-72.0,-72.0,-70.0,,-70.0,,,-72.0,-73.0,-88.0,-87.0,-85.0,-87.0,-79.0,-80.0,-79.0,,-89.0,,-90.0,,,,,,,,,,,,,,,,
529,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,9,1461871681077,-56.0,-56.0,-56.0,-70.0,-71.0,-71.0,,-70.0,,,-69.0,-72.0,-89.0,-88.0,-88.0,-83.0,-78.0,-79.0,-79.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,
530,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,10,1461871681077,-57.0,-57.0,-57.0,-68.0,-68.0,-68.0,,-68.0,,,-76.0,-75.0,-89.0,-87.0,-88.0,-88.0,-80.0,-79.0,-79.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,
531,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,11,1461871681077,-56.0,-56.0,-56.0,-68.0,-71.0,-71.0,,-71.0,,,-72.0,-72.0,-88.0,-87.0,-86.0,-87.0,-80.0,-79.0,-79.0,,,,,,,,,,,,,,,,,,,,
532,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,12,1461871681077,-56.0,-56.0,-56.0,-68.0,-71.0,-71.0,,-68.0,,,-68.0,-68.0,-88.0,-87.0,-85.0,-87.0,-78.0,-78.0,-80.0,,-90.0,,,,,,,,,,,,,,,,,,
533,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,13,1461871681077,-56.0,-56.0,-56.0,-71.0,-71.0,-70.0,,-68.0,,,-68.0,-72.0,-89.0,-89.0,-88.0,-88.0,-79.0,-78.0,-78.0,,-90.0,,,,,,,,,,,,,,,,,,
534,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,14,1461871681077,-56.0,-56.0,-56.0,-71.0,-71.0,-71.0,,-73.0,,,-73.0,-71.0,-90.0,-86.0,-85.0,-88.0,-77.0,-77.0,-79.0,,-90.0,,,,,,,,,,,,,,,,,,
535,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,15,1461871681077,-56.0,-56.0,-57.0,-68.0,-68.0,-70.0,,-70.0,,,-73.0,-72.0,-87.0,-86.0,-85.0,-85.0,-78.0,-80.0,-78.0,-87.0,-89.0,,,,,,,,,,,,,,,,,,
536,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,16,1461871681077,-56.0,-56.0,-56.0,-70.0,-68.0,-68.0,,-70.0,,,-72.0,-72.0,-89.0,-86.0,,-85.0,-78.0,-78.0,-79.0,-89.0,-90.0,-89.0,,,,,,,,,,,,,,,,,
537,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,17,1461871681077,-56.0,-56.0,-56.0,-71.0,-71.0,-71.0,,-72.0,,,-69.0,-73.0,-89.0,-88.0,-88.0,-85.0,-80.0,-79.0,-84.0,-89.0,-88.0,-89.0,,,,,,,,,,,,,,,,,
538,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,18,1461871681077,-56.0,-56.0,-56.0,-70.0,-71.0,-69.0,,-72.0,,,-73.0,-68.0,-89.0,-88.0,-86.0,-85.0,-77.0,-77.0,-77.0,-89.0,-88.0,,,,,,,,,,,,,,,,,,
539,"right-to-left-point(10.25,0.75).json",ed2.fct.unl.pt,2,10.25,0.75,236.80002,19,1461871681077,-56.0,-56.0,-56.0,-70.0,-71.0,-70.0,,-70.0,,,-72.0,-68.0,-89.0,-85.0,-85.0,-86.0,-78.0,-77.0,-76.0,-89.0,-88.0,,-90.0,,,,,,,,,,,,,,,,
540,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,0,1461871560348,-63.0,-64.0,-64.0,-75.0,-75.0,-74.0,,-67.0,,,-67.0,-66.0,,-77.0,-77.0,-78.0,-74.0,-71.0,-70.0,-88.0,-86.0,-87.0,,,,,,,,,,,,,,,,,
541,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,1,1461871560348,-60.0,-60.0,-59.0,-69.0,-69.0,-69.0,,-69.0,,,-70.0,-67.0,,-77.0,-85.0,-77.0,-80.0,-81.0,-70.0,-88.0,-87.0,-87.0,,-90.0,,,,,,,,,,,,,,,
542,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,2,1461871560348,-62.0,-61.0,-62.0,-71.0,-71.0,-71.0,,-66.0,,,-65.0,-65.0,,-76.0,-77.0,-76.0,-69.0,-69.0,-69.0,-89.0,-86.0,-88.0,,-90.0,,,,,,,,,,,,,,,
543,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,3,1461871560348,-59.0,-61.0,-61.0,-71.0,-70.0,-71.0,,-68.0,,,-66.0,-67.0,,-76.0,-79.0,-78.0,-69.0,-69.0,-70.0,-89.0,-86.0,-88.0,,,,,,,,,,,,,,,,,
544,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,4,1461871560348,-59.0,-60.0,-59.0,-69.0,-72.0,-86.0,,-66.0,,,-67.0,-66.0,,-78.0,-79.0,-75.0,-69.0,-70.0,-70.0,-88.0,-86.0,,,,,,,,,,,,,,,,,,
545,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,5,1461871560348,-60.0,-61.0,-60.0,-70.0,-70.0,-70.0,,-66.0,,,-66.0,-66.0,,-76.0,-76.0,-75.0,-70.0,-69.0,-70.0,-88.0,-86.0,,,,,,,,,,,,,,,,,,
546,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,6,1461871560348,-60.0,-61.0,-59.0,-70.0,-68.0,-70.0,,-67.0,,,-66.0,-68.0,,-76.0,-78.0,-76.0,-68.0,-70.0,-70.0,-87.0,-86.0,-87.0,,,,,,,,,,,,,,,,,
547,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,7,1461871560348,-60.0,-61.0,-59.0,-70.0,-70.0,-70.0,,-68.0,,,-68.0,-67.0,,-76.0,-75.0,-77.0,-69.0,-70.0,-70.0,-89.0,-86.0,-87.0,,,,,,,,,,,,,,,,,
548,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,8,1461871560348,-61.0,-59.0,-59.0,-70.0,-70.0,-69.0,,-67.0,,,-66.0,-67.0,,-75.0,-75.0,-77.0,-69.0,-69.0,-70.0,-85.0,-84.0,,,,,,,,,,,,,,,,,,
549,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,9,1461871560348,-60.0,-60.0,-60.0,-69.0,-68.0,-70.0,,-68.0,,,-67.0,-68.0,,-76.0,-76.0,-76.0,-70.0,-70.0,-70.0,-87.0,-86.0,-87.0,,,,,,,,,,,,,,,,,
550,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,10,1461871560348,-59.0,-60.0,-60.0,-72.0,-71.0,-71.0,,-68.0,,,-68.0,-62.0,,-76.0,-76.0,-75.0,-70.0,-69.0,-70.0,-85.0,-87.0,-87.0,,,,,,,,,,,,,,,,,
551,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,11,1461871560348,-61.0,-60.0,-60.0,-68.0,-70.0,-68.0,,-66.0,,,-66.0,-67.0,,-76.0,,-75.0,-69.0,-69.0,-70.0,-85.0,-87.0,,,,-91.0,,,,,,,,,,,,,,
552,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,12,1461871560348,-60.0,-60.0,-60.0,-67.0,-66.0,-71.0,,-65.0,,,-65.0,-65.0,,-76.0,,-75.0,-70.0,-70.0,-72.0,-86.0,-86.0,,,,-91.0,,,,,,,,,,,,,,
553,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,13,1461871560348,-60.0,-60.0,-59.0,-70.0,-70.0,-70.0,,-67.0,,,-66.0,-66.0,,-68.0,-78.0,-75.0,-72.0,-72.0,-71.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,
554,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,14,1461871560348,-62.0,-62.0,-62.0,-66.0,-67.0,-71.0,,-63.0,,,-63.0,-63.0,,-68.0,-78.0,-79.0,-71.0,-70.0,-70.0,-86.0,-85.0,,,,,,,,,,,,,,,,,,
555,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,15,1461871560348,-59.0,-61.0,-60.0,-70.0,-70.0,-67.0,,-63.0,,,-67.0,-68.0,,-77.0,-78.0,-78.0,-68.0,-72.0,-70.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,
556,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,16,1461871560348,-60.0,-61.0,-61.0,-70.0,-70.0,-70.0,,-65.0,,,-73.0,-71.0,,-76.0,-71.0,-77.0,-69.0,-71.0,-72.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,
557,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,17,1461871560348,-60.0,-59.0,-60.0,-70.0,-70.0,-70.0,,-69.0,,,-71.0,-71.0,,-75.0,-76.0,-76.0,-69.0,-69.0,-69.0,-87.0,-87.0,-87.0,,,,,,,,,,,,,,,,,
558,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,18,1461871560348,-60.0,-59.0,-59.0,-70.0,-70.0,-70.0,,-68.0,,,-66.0,-63.0,,-78.0,-77.0,-77.0,-70.0,-70.0,-68.0,-90.0,-86.0,-87.0,,,,,,,,,,,,,,,,,
559,"right-to-left-point(12.25,0.75).json",ed2.fct.unl.pt,2,12.25,0.75,227.39528,19,1461871560348,-60.0,-59.0,-60.0,-70.0,-70.0,-70.0,,-64.0,,,-63.0,-63.0,,-76.0,-76.0,-78.0,-71.0,-71.0,-69.0,-86.0,-88.0,,,,,,,,,,,,,,,,,,
560,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,0,1461871428403,-63.0,-63.0,-63.0,-73.0,-73.0,-74.0,,-59.0,,,-58.0,-58.0,,-77.0,-78.0,-77.0,-68.0,-68.0,-68.0,,-88.0,,,,,,,,,,,,,,,,,,
561,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,1,1461871428403,-70.0,-69.0,-69.0,-74.0,-75.0,-75.0,,-58.0,,,-59.0,-59.0,,-81.0,-79.0,-78.0,-68.0,-68.0,-68.0,,-84.0,,,,,,,,,,,,,,,,,,
562,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,2,1461871428403,-70.0,-70.0,-70.0,-75.0,-75.0,-76.0,,-53.0,,,-53.0,-53.0,,-79.0,-79.0,-78.0,-68.0,-68.0,-68.0,,-82.0,-84.0,,,,,,,,,,,,,,,,,
563,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,3,1461871428403,-67.0,-67.0,-67.0,-74.0,-76.0,-74.0,,-51.0,,,-53.0,-53.0,,-79.0,-78.0,-77.0,-67.0,-67.0,-67.0,,-86.0,-84.0,,,,-84.0,-84.0,,,,,,,,,,,,
564,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,4,1461871428403,-67.0,-67.0,-67.0,-74.0,-76.0,-74.0,,-53.0,,,-53.0,-54.0,,-78.0,-78.0,-78.0,-72.0,-67.0,-66.0,-88.0,-85.0,,,,,-84.0,-84.0,,,,,,,,,,,,
565,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,5,1461871428403,-67.0,-67.0,-66.0,-74.0,-75.0,-79.0,,-53.0,,,-53.0,-53.0,,-80.0,-78.0,-78.0,-71.0,-70.0,-70.0,-88.0,-82.0,,,,,,,,,,,,,,,,,,
566,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,6,1461871428403,-67.0,-67.0,-67.0,-74.0,-74.0,-74.0,,-51.0,,,-52.0,-52.0,,-78.0,-78.0,-78.0,-66.0,-73.0,-66.0,-88.0,-84.0,,,,,,,,,,,,,,,,,,
567,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,7,1461871428403,-66.0,-66.0,-66.0,-74.0,-74.0,-75.0,,-51.0,,,-50.0,-50.0,,-78.0,-78.0,-79.0,-67.0,-67.0,-67.0,-89.0,-83.0,,,,,,,,,,,,,,,,,,
568,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,8,1461871428403,-66.0,-66.0,-66.0,-74.0,-76.0,-74.0,,-53.0,,,-52.0,-51.0,,-79.0,-78.0,-79.0,-67.0,-68.0,-68.0,-89.0,-88.0,-87.0,,,,,,,,,,,,,,,,,
569,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,9,1461871428403,-66.0,-66.0,-66.0,-74.0,-75.0,-74.0,,-52.0,,,-52.0,-52.0,,-78.0,-78.0,-78.0,-70.0,-70.0,-70.0,,-88.0,-88.0,,,,,,,,,,,,,,,,,
570,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,10,1461871428403,-60.0,-60.0,-60.0,-74.0,-74.0,-75.0,,-51.0,,,-51.0,-51.0,,-78.0,-78.0,-81.0,-70.0,-70.0,-74.0,,-88.0,-88.0,,,,,,,,,,,,,,,,,
571,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,11,1461871428403,-59.0,-59.0,-59.0,-75.0,-75.0,-73.0,,-52.0,,,-52.0,-52.0,,-77.0,-80.0,-78.0,-67.0,-67.0,-67.0,-88.0,-84.0,,,,,,,,,,,,,,,,,,
572,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,12,1461871428403,-59.0,-59.0,-59.0,-75.0,-75.0,-74.0,,-59.0,,,-59.0,-59.0,,-80.0,-80.0,-79.0,-71.0,-71.0,-71.0,-88.0,-83.0,,,,,,,,,,,,,,,,,,
573,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,13,1461871428403,-59.0,-59.0,-59.0,-75.0,-75.0,-75.0,,-52.0,,,-53.0,-52.0,,-79.0,-80.0,-79.0,-69.0,-77.0,-69.0,-88.0,-89.0,,,,,,,,,,,,,,,,,,
574,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,14,1461871428403,-59.0,-59.0,-59.0,-75.0,-74.0,-74.0,,-52.0,,,-53.0,-52.0,,-78.0,,-78.0,-66.0,-67.0,-68.0,-84.0,-85.0,-88.0,,,,,,,,,,,,,,,,,
575,"right-to-left-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,310.8161,15,1461871428403,-59.0,-60.0,-59.0,-91.0,-73.0,-74.0,,-51.0,,,-52.0,-51.0,,-80.0,-80.0,-78.0,-68.0,-68.0,-68.0,-84.0,-87.0,-87.0,,,,,,,,,,,,,,,,,
