,filename,place,floor,x,y,orientation,sample_id,timestamp,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:17:df:7d:70:51,00:15:f9:6c:7d:71,00:17:df:7d:70:52,00:17:df:7d:70:50,00:15:f9:6c:7d:70,00:15:f9:6c:7d:72,88:e3:ab:11:f4:ee,00:11:21:66:75:81,00:11:21:66:75:80,00:11:21:66:75:82,00:12:da:9e:32:31,00:12:da:9e:32:32,00:12:da:9e:32:30,00:11:21:6c:4e:71,00:11:21:6c:4e:72,00:11:21:6c:4e:70,00:12:80:17:ac:ae,00:15:f9:6c:7d:21,00:11:21:6c:50:e0,00:11:21:6c:50:e1,00:11:21:6c:50:e2,00:12:da:9e:31:91,00:15:f9:6c:7d:22,00:15:f9:6c:7d:20,00:0f:60:06:71:2e,00:1b:fc:22:43:4e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
70,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,10,1461865897309,-57.0,-57.0,-56.0,-76.0,-81.0,-81.0,,-67.0,,,-68.0,-68.0,,-86.0,-84.0,-83.0,-65.0,-65.0,-65.0,-86.0,-87.0,-91.0,,,,,,,,,,,,,,,,,
71,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,11,1461865897309,-57.0,-57.0,-57.0,-76.0,-79.0,-77.0,,-67.0,,,-67.0,-67.0,,-87.0,,-86.0,-65.0,-65.0,-65.0,-86.0,-87.0,-88.0,,,,,,,,,,,,,,,,,
72,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,12,1461865897309,-58.0,-56.0,-57.0,-80.0,-80.0,-76.0,,-66.0,,,-67.0,-67.0,,-87.0,,-86.0,-65.0,-63.0,-64.0,-87.0,-86.0,-88.0,,,,,,,,,,,,,,,,,
73,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,13,1461865897309,-56.0,-57.0,-56.0,-77.0,-75.0,-77.0,,-65.0,,,-66.0,-66.0,,-87.0,,-85.0,-65.0,-64.0,-65.0,-90.0,-87.0,-87.0,,,,,,,,,,,,,,,,,
74,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,14,1461865897309,-55.0,-56.0,-55.0,-76.0,-76.0,-78.0,,-64.0,,,-65.0,-65.0,,-85.0,-85.0,-85.0,-63.0,-64.0,-64.0,-90.0,-87.0,-87.0,,,,,,,,,,,,,,,,,
75,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,15,1461865897309,-56.0,-64.0,-64.0,-77.0,-76.0,-77.0,,-64.0,,,-64.0,-61.0,,-85.0,-85.0,-85.0,-64.0,-64.0,-64.0,-86.0,-86.0,-85.0,,,,,,,,,,,,,,,,,
76,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,16,1461865897309,-54.0,-55.0,-54.0,-80.0,-77.0,-80.0,,-67.0,,,-67.0,-70.0,,-83.0,-85.0,-81.0,-64.0,-64.0,-62.0,-87.0,-87.0,-85.0,,,,,,,,,,,,,,,,,
77,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,17,1461865897309,-56.0,-57.0,-57.0,-79.0,-74.0,-77.0,,-66.0,,,-64.0,-66.0,,-86.0,,-81.0,-69.0,-65.0,-69.0,-87.0,-88.0,,,,,,,,,,,,,,,,,,
78,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,18,1461865897309,-56.0,-56.0,-57.0,-80.0,-80.0,-80.0,,-64.0,,,-63.0,-64.0,,-87.0,,,-66.0,-65.0,-66.0,-88.0,-87.0,,,,,,,,,,,,,,,,,,
79,"left-to-right-point(13.75,1.25).json",ed2.fct.unl.pt,2,13.75,1.25,171.66437,19,1461865897309,-57.0,-56.0,-56.0,-80.0,-77.0,-77.0,,-65.0,,,-65.0,-64.0,,-86.0,-87.0,-88.0,-66.0,-66.0,-65.0,-89.0,-88.0,,,,,,,,,,,,,,,,,,
80,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,0,1461866767587,-79.0,-80.0,-80.0,,,,,-52.0,,,-51.0,-51.0,,-78.0,-79.0,-79.0,-64.0,-63.0,-64.0,-77.0,-76.0,-77.0,,-81.0,-78.0,-78.0,-80.0,,-80.0,-81.0,,,,,,,,,
81,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,1,1461866767587,-78.0,-78.0,-78.0,-89.0,,,,-45.0,,,-45.0,-45.0,,-88.0,-77.0,-88.0,-62.0,-63.0,-64.0,-71.0,-71.0,-72.0,,-84.0,-80.0,-77.0,-81.0,,-83.0,-82.0,,,,,,,,,
82,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,2,1461866767587,-79.0,-79.0,-79.0,-89.0,,,,-46.0,,,-47.0,-46.0,,-77.0,-78.0,-77.0,-70.0,-72.0,-70.0,-76.0,-77.0,-76.0,,-86.0,-78.0,-80.0,-85.0,,-81.0,-80.0,,,,,,,,,
83,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,3,1461866767587,-76.0,-76.0,-76.0,-89.0,,,,-45.0,,,-46.0,-46.0,,-80.0,-79.0,-79.0,-68.0,-67.0,-68.0,-77.0,-76.0,-77.0,,-85.0,-82.0,-78.0,-82.0,,-85.0,-81.0,,,,,,,,,
84,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,4,1461866767587,-77.0,-76.0,-76.0,-87.0,,,,-47.0,,,-46.0,-46.0,,-80.0,-87.0,-79.0,-69.0,-68.0,-68.0,-74.0,-74.0,-74.0,,-85.0,-80.0,-79.0,-79.0,,-81.0,-81.0,,,,,,,,,
85,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,5,1461866767587,-77.0,-76.0,-77.0,-88.0,-89.0,,,-46.0,,,-46.0,-47.0,,-78.0,-79.0,-79.0,-69.0,-69.0,-69.0,-74.0,-74.0,-74.0,,-82.0,-78.0,-80.0,-81.0,,-81.0,-81.0,,,,,,,,,
86,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,6,1461866767587,-77.0,-77.0,-77.0,-88.0,-89.0,,,-46.0,,,-46.0,-46.0,,-79.0,-79.0,-78.0,-69.0,-69.0,-69.0,-75.0,-75.0,-74.0,,-80.0,-81.0,-82.0,-81.0,,-81.0,-81.0,,,,,,,,,
87,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,7,1461866767587,-77.0,-77.0,-76.0,-87.0,-87.0,,,-46.0,,,-46.0,-47.0,,-79.0,-79.0,-79.0,-69.0,,-70.0,-74.0,-75.0,-74.0,,-80.0,-81.0,-78.0,-81.0,,-82.0,-80.0,,,,,,,,,
88,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,8,1461866767587,-77.0,-77.0,-77.0,-87.0,-87.0,,,-47.0,,,-47.0,-47.0,,-79.0,-78.0,-78.0,-69.0,-69.0,-69.0,-74.0,-74.0,-74.0,,-86.0,-79.0,-79.0,-82.0,,-80.0,-86.0,,,,,,,,,
89,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,9,1461866767587,-77.0,-76.0,-76.0,-87.0,,,,-46.0,,,-46.0,-47.0,,-81.0,-80.0,-80.0,-69.0,-68.0,-69.0,-75.0,-75.0,-75.0,,-81.0,-79.0,-80.0,-82.0,,-88.0,-86.0,,,,,,,,,
90,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,10,1461866767587,-77.0,-77.0,-77.0,-87.0,-88.0,,,-46.0,,,-47.0,-47.0,,-79.0,-77.0,-78.0,-69.0,-69.0,-69.0,-74.0,-76.0,-74.0,,-81.0,-83.0,-83.0,-82.0,,-88.0,-81.0,,,,,,,,,
91,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,11,1461866767587,-76.0,-77.0,-77.0,,-88.0,-89.0,,-46.0,,,-46.0,-47.0,,-79.0,-79.0,-78.0,-69.0,-72.0,-69.0,-74.0,-75.0,-75.0,,-82.0,-80.0,-78.0,-78.0,,-88.0,-82.0,,,,,,,,,
92,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,12,1461866767587,-76.0,-77.0,-76.0,,-88.0,-89.0,,-46.0,,,-46.0,-46.0,,-79.0,-88.0,-79.0,-69.0,-69.0,-70.0,-74.0,-91.0,-74.0,,-82.0,-75.0,-77.0,-79.0,,,-82.0,,,,,,,,,
93,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,13,1461866767587,-76.0,-77.0,-76.0,,-88.0,,,-47.0,,,-46.0,-46.0,,-79.0,-79.0,-79.0,-69.0,-69.0,-69.0,-74.0,-74.0,-74.0,,-79.0,-83.0,-79.0,-82.0,,-81.0,-80.0,,,,,,,,,
94,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,14,1461866767587,-76.0,-77.0,-76.0,-88.0,-88.0,-88.0,,-46.0,,,-46.0,-46.0,,-79.0,-79.0,-79.0,-69.0,-69.0,-71.0,-74.0,-74.0,-76.0,,-80.0,-83.0,-79.0,-77.0,,-80.0,-80.0,,,,,,,,,
95,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,15,1461866767587,-77.0,-77.0,-77.0,-88.0,,-88.0,,-46.0,,,-46.0,-47.0,,-78.0,-79.0,-78.0,-69.0,-69.0,-70.0,-75.0,-75.0,-75.0,,-81.0,-80.0,-77.0,-81.0,,-81.0,-87.0,,,,,,,,,
96,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,16,1461866767587,-76.0,-76.0,-76.0,-90.0,,-86.0,,-46.0,,,-46.0,-46.0,,-78.0,-79.0,-78.0,-67.0,-67.0,-68.0,-73.0,-73.0,-73.0,,-80.0,-81.0,-80.0,-76.0,,-81.0,-81.0,,,,,,,,,
97,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,17,1461866767587,-77.0,-77.0,-77.0,-90.0,,-86.0,,-49.0,,,-48.0,-48.0,,-78.0,-78.0,-78.0,-70.0,-69.0,-70.0,-75.0,-75.0,-76.0,,-82.0,-79.0,-80.0,-78.0,,-81.0,-81.0,,,,,,,,,
98,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,18,1461866767587,-77.0,-77.0,-77.0,,,,,-47.0,,,-47.0,-46.0,,-77.0,-77.0,-78.0,-69.0,-69.0,-70.0,-74.0,-74.0,-74.0,,-87.0,-78.0,-80.0,-79.0,,-89.0,-82.0,,,,,,,,,
99,"left-to-right-point(13.75,11.25).json",ed2.fct.unl.pt,2,13.75,11.25,140.28876,19,1461866767587,-78.0,-79.0,-79.0,-88.0,,,,-46.0,,,-46.0,-46.0,,-79.0,-79.0,-78.0,-69.0,-69.0,-69.0,-74.0,-74.0,-75.0,,-80.0,-81.0,-84.0,-79.0,,-82.0,-81.0,,,,,,,,,
100,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,0,1461866117143,-72.0,-72.0,-72.0,-80.0,,-81.0,,-50.0,,,-51.0,-51.0,,-75.0,-74.0,-74.0,-69.0,-69.0,-69.0,-83.0,-85.0,-88.0,,-84.0,,,,,-84.0,-84.0,,,,,,,,,
101,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,1,1461866117143,-70.0,-71.0,-72.0,-85.0,-83.0,-85.0,,-55.0,,,-54.0,-54.0,,-77.0,-78.0,-74.0,-66.0,-66.0,-66.0,-82.0,-85.0,-81.0,,-85.0,,,,,-84.0,-84.0,,,,,,,,,
102,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,2,1461866117143,-70.0,-71.0,-71.0,-85.0,-83.0,-85.0,,-53.0,,,-53.0,-53.0,,-78.0,-79.0,-78.0,-69.0,-69.0,-70.0,-80.0,-79.0,-81.0,,-84.0,,,,,-83.0,-83.0,,,,,,,,,
103,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,3,1461866117143,-69.0,-69.0,-68.0,,,,,-52.0,,,-52.0,-52.0,,-78.0,-79.0,-79.0,-67.0,-67.0,-67.0,-77.0,-85.0,-79.0,,-84.0,,,,,-84.0,-84.0,,,,,,,,,
104,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,4,1461866117143,-72.0,-72.0,-72.0,,,,,-53.0,,,-53.0,-52.0,,-78.0,,-79.0,-69.0,-69.0,-70.0,-86.0,-84.0,-80.0,,-84.0,,,,,-84.0,-83.0,,,,,,,,,
105,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,5,1461866117143,-67.0,-67.0,-67.0,-88.0,,,,-53.0,,,-53.0,-53.0,,-78.0,-78.0,-78.0,-67.0,-70.0,-67.0,-80.0,-81.0,-80.0,,-85.0,,,,,-83.0,-83.0,,,,,,,,,
106,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,6,1461866117143,-69.0,-69.0,-69.0,-88.0,,,,-55.0,,,-55.0,-54.0,,,-78.0,-87.0,-66.0,-67.0,-67.0,-80.0,-81.0,,,-83.0,,,,,-83.0,-84.0,,,,,,,,,
107,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,7,1461866117143,-73.0,-73.0,-72.0,-89.0,,-78.0,,-53.0,,,-53.0,-54.0,,,-78.0,-77.0,-70.0,-71.0,-71.0,-81.0,-80.0,-81.0,,-86.0,,,,,-85.0,-84.0,,,,,,,,,
108,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,8,1461866117143,-76.0,-75.0,-76.0,-83.0,,-78.0,,-50.0,,,-50.0,-50.0,,-79.0,-78.0,-79.0,-69.0,-81.0,-69.0,-81.0,-84.0,-81.0,,-83.0,,,,,-82.0,-83.0,,,,,,,,,
109,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,9,1461866117143,-69.0,-69.0,-69.0,-81.0,,-80.0,,-54.0,,,-53.0,-54.0,,-77.0,-78.0,-78.0,-66.0,-66.0,-67.0,-84.0,-84.0,-85.0,,-83.0,,,,,-88.0,-83.0,,,,,,,,,
110,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,10,1461866117143,-70.0,-69.0,-71.0,-83.0,,-84.0,,-50.0,,,-50.0,-50.0,,-78.0,-78.0,-78.0,-66.0,-70.0,-67.0,-81.0,-81.0,-85.0,,-82.0,,,,,-83.0,-84.0,,,,,,,,,
111,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,11,1461866117143,-71.0,-71.0,-71.0,-84.0,,-84.0,,-53.0,,,-52.0,-52.0,,-77.0,-77.0,-76.0,-67.0,-66.0,-66.0,-80.0,-79.0,-85.0,,-84.0,,,,,-82.0,-84.0,,,,,,,,,
112,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,12,1461866117143,-68.0,-68.0,-68.0,-83.0,,-84.0,,-50.0,,,-51.0,-50.0,,-77.0,-77.0,-76.0,-66.0,-66.0,-66.0,-80.0,-87.0,-85.0,,-82.0,,,,,-83.0,-83.0,,,,,,,,,
113,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,13,1461866117143,-69.0,-72.0,-73.0,-83.0,,,,-51.0,,,-51.0,-50.0,,-76.0,-77.0,-76.0,-66.0,-66.0,-66.0,-77.0,-78.0,,,-82.0,,,,,-83.0,-84.0,,,,,,,,,
114,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,14,1461866117143,-66.0,-70.0,-70.0,-83.0,,-82.0,,-51.0,,,-51.0,-51.0,,-77.0,-76.0,-77.0,-64.0,-64.0,-64.0,-77.0,-79.0,,,-81.0,,,,,-83.0,-82.0,,,,,,,,,
115,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,15,1461866117143,-66.0,-67.0,-66.0,-81.0,-82.0,-82.0,,-51.0,,,-51.0,-51.0,,-84.0,-78.0,-79.0,-67.0,-67.0,-67.0,-78.0,-79.0,-79.0,,-85.0,,,,,-84.0,-83.0,,,,,,,,,
116,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,16,1461866117143,-66.0,-66.0,-66.0,-81.0,-82.0,-81.0,,-52.0,,,-52.0,-52.0,,-84.0,-77.0,-77.0,-67.0,-67.0,-69.0,-78.0,-79.0,-79.0,,-81.0,,,,,-84.0,-82.0,,,,,,,,,
117,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,17,1461866117143,-68.0,-68.0,-68.0,-81.0,,-81.0,,-52.0,,,-52.0,-52.0,,-77.0,-76.0,-78.0,-66.0,-66.0,-66.0,-77.0,-85.0,-79.0,,-82.0,,,,,-82.0,-83.0,,,,,,,,,
118,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,18,1461866117143,-72.0,-74.0,-74.0,-81.0,,,,-51.0,,,-51.0,-51.0,,-77.0,-78.0,-78.0,-67.0,-67.0,-67.0,-80.0,-84.0,-80.0,,-83.0,,,,,-81.0,-82.0,,,,,,,,,
119,"left-to-right-point(13.75,3.25).json",ed2.fct.unl.pt,2,13.75,3.25,159.37512,19,1461866117143,-68.0,-68.0,-68.0,-82.0,,-83.0,,-52.0,,,-53.0,-52.0,,-77.0,-78.0,-77.0,-70.0,-70.0,-70.0,-80.0,-81.0,-80.0,,-83.0,,,,,-83.0,-83.0,,,,,,,,,
120,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,0,1461866391052,-80.0,-80.0,-80.0,-86.0,-88.0,,,-51.0,,,-51.0,-51.0,,-79.0,-77.0,-80.0,-66.0,-65.0,-66.0,-78.0,-79.0,-80.0,,,,-88.0,-89.0,,-88.0,-87.0,,,,,,,,,
121,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,1,1461866391052,-79.0,-81.0,-80.0,-81.0,,,,-50.0,,,-49.0,-49.0,,-80.0,-77.0,-79.0,-65.0,-65.0,-65.0,,-78.0,-80.0,,-86.0,,-88.0,-89.0,,-85.0,-85.0,,,,,,,,,
122,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,2,1461866391052,-76.0,-76.0,-75.0,-82.0,-86.0,,,-49.0,,,-50.0,-50.0,,-77.0,-78.0,-78.0,-69.0,-69.0,-70.0,-81.0,-77.0,,,-86.0,,,,,-86.0,-85.0,,,,,,,,,
123,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,3,1461866391052,-78.0,-82.0,-82.0,-82.0,-84.0,,,-49.0,,,-50.0,-49.0,,-77.0,-78.0,-78.0,-68.0,-68.0,-68.0,-82.0,-80.0,-80.0,,-86.0,-89.0,,-87.0,,-86.0,,,,,,,,,,
124,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,4,1461866391052,-79.0,-81.0,-81.0,,-84.0,-83.0,,-49.0,,,-50.0,-50.0,,-81.0,-77.0,-82.0,-67.0,-67.0,-67.0,-81.0,-80.0,-80.0,,-86.0,-89.0,,-87.0,,-86.0,-88.0,,,,,,,,,
125,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,5,1461866391052,-80.0,-79.0,-80.0,-86.0,-86.0,-83.0,,-64.0,,,-64.0,-50.0,,-81.0,-77.0,-76.0,-67.0,-67.0,-67.0,-79.0,-80.0,-80.0,,-87.0,,,,,-89.0,-88.0,,,,,,,,,
126,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,6,1461866391052,-76.0,-79.0,-78.0,-78.0,-86.0,,,-50.0,,,-50.0,-50.0,,-81.0,-82.0,-82.0,-68.0,-69.0,-68.0,-79.0,-81.0,-84.0,,-87.0,,,,,-88.0,-86.0,,,,,,,,,
127,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,7,1461866391052,-81.0,-80.0,-82.0,-88.0,,,,-50.0,,,-50.0,-49.0,,-82.0,-82.0,-81.0,-68.0,-68.0,-69.0,-79.0,-79.0,-84.0,,-87.0,-88.0,,,,-85.0,-86.0,-83.0,,,,,,,,
128,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,8,1461866391052,-73.0,-73.0,-73.0,-83.0,-81.0,,,-49.0,,,-50.0,-50.0,,-81.0,,-80.0,-67.0,-67.0,-67.0,-79.0,-79.0,-80.0,,-84.0,-89.0,,-84.0,,-85.0,-86.0,-73.0,,,,,,,,
129,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,9,1461866391052,-78.0,-79.0,-79.0,-83.0,-81.0,,,-50.0,,,-50.0,-49.0,,-80.0,-81.0,-80.0,-68.0,-68.0,-69.0,-80.0,-80.0,-80.0,,-84.0,-89.0,,-89.0,,-88.0,-88.0,-69.0,,,,,,,,
130,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,10,1461866391052,-76.0,-77.0,-77.0,,,,,-49.0,,,-50.0,-49.0,,-79.0,-80.0,-80.0,-68.0,-67.0,-68.0,-81.0,-79.0,-81.0,,-86.0,-88.0,,-89.0,,-87.0,-88.0,-62.0,,,,,,,,
131,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,11,1461866391052,-76.0,-76.0,-76.0,,,,,-64.0,,,-64.0,-64.0,,-81.0,-81.0,-78.0,-70.0,-69.0,-68.0,-81.0,-84.0,-81.0,,-86.0,-88.0,,-90.0,,-87.0,-85.0,-68.0,,,,,,,,
132,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,12,1461866391052,-77.0,-77.0,-77.0,,-80.0,,,-50.0,,,-50.0,-50.0,,-81.0,-81.0,-81.0,-68.0,-67.0,-68.0,,-84.0,-83.0,,-85.0,,,-90.0,,,-85.0,-54.0,,,,,,,,
133,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,13,1461866391052,-74.0,-74.0,-74.0,,-80.0,,,-49.0,,,-50.0,-50.0,,-78.0,-79.0,-81.0,-64.0,-64.0,-65.0,-82.0,-80.0,-83.0,,-85.0,,-88.0,-88.0,,-87.0,,-51.0,,,,,,,,
134,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,14,1461866391052,-75.0,-76.0,-75.0,-88.0,,-81.0,,-47.0,,,-47.0,-47.0,,-78.0,-82.0,-76.0,-65.0,-65.0,-66.0,-76.0,-77.0,-77.0,,,,-87.0,-87.0,,-87.0,,-37.0,,,,,,,,
135,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,15,1461866391052,-72.0,-72.0,-73.0,-88.0,,-79.0,,-53.0,,,-52.0,-53.0,,-80.0,-80.0,-79.0,-62.0,-62.0,-60.0,-76.0,-85.0,-77.0,,,,-87.0,-87.0,,-86.0,-88.0,-63.0,,,,,,,,
136,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,16,1461866391052,-77.0,-76.0,-76.0,-84.0,-84.0,-79.0,,-48.0,,,-48.0,-48.0,,-77.0,-77.0,-79.0,-69.0,-70.0,-69.0,-78.0,-78.0,-79.0,,-84.0,-88.0,-88.0,,,-84.0,-84.0,-72.0,,,,,,,,
137,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,17,1461866391052,-79.0,-77.0,-78.0,-84.0,-84.0,,,-50.0,,,-50.0,-50.0,,-79.0,-77.0,-78.0,-69.0,-68.0,-68.0,-78.0,-78.0,-80.0,,-84.0,-88.0,-87.0,-88.0,,-84.0,-88.0,-69.0,,,,,,,,
138,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,18,1461866391052,-75.0,-76.0,-75.0,-84.0,,,,-50.0,,,-65.0,-50.0,,-80.0,-80.0,-80.0,-66.0,-68.0,-68.0,-81.0,-80.0,-80.0,,,-88.0,-87.0,-88.0,,-88.0,-87.0,-75.0,,,,,,,,
139,"left-to-right-point(13.75,5.25).json",ed2.fct.unl.pt,2,13.75,5.25,142.76685,19,1461866391052,-77.0,-79.0,-79.0,,,,,-49.0,,,-49.0,-48.0,,-81.0,-80.0,-81.0,-67.0,-67.0,-67.0,-81.0,-82.0,-80.0,,,,-87.0,,,-88.0,-87.0,-75.0,,,,,,,,
140,"left-to-right-point(13.75,7.25).json",ed2.fct.unl.pt,2,13.75,7.25,223.94347,0,1461866506005,-80.0,-82.0,-83.0,,,,,-46.0,,,-47.0,-46.0,,-76.0,-76.0,-74.0,-62.0,-62.0,-62.0,-81.0,-83.0,-81.0,,-86.0,-90.0,-89.0,-90.0,,-86.0,-86.0,-77.0,,,,,,,,
141,"left-to-right-point(13.75,7.25).json",ed2.fct.unl.pt,2,13.75,7.25,223.94347,1,1461866506005,-81.0,-80.0,-81.0,-88.0,-86.0,,,-51.0,,,-50.0,-51.0,,-79.0,-79.0,-79.0,-67.0,-62.0,-68.0,-81.0,-83.0,-81.0,,-84.0,-90.0,,-83.0,,-84.0,-84.0,-77.0,,,,,,,,
142,"left-to-right-point(13.75,7.25).json",ed2.fct.unl.pt,2,13.75,7.25,223.94347,2,1461866506005,-81.0,-81.0,-80.0,-87.0,-86.0,-88.0,,-50.0,,,-51.0,-51.0,,-78.0,-78.0,-77.0,-62.0,-73.0,-61.0,-78.0,-78.0,-79.0,,-84.0,,-92.0,-83.0,,-82.0,-83.0,-74.0,,,,,,,,
143,"left-to-right-point(13.75,7.25).json",ed2.fct.unl.pt,2,13.75,7.25,223.94347,3,1461866506005,-82.0,-81.0,-82.0,-87.0,-87.0,-88.0,,-49.0,,,-49.0,-50.0,,-79.0,-79.0,-78.0,-69.0,-70.0,-70.0,-78.0,-78.0,-77.0,,-83.0,,-92.0,,,-84.0,-83.0,-72.0,,,,,,,,
144,"left-to-right-point(13.75,7.25).json",ed2.fct.unl.pt,2,13.75,7.25,223.94347,4,1461866506005,-80.0,-81.0,-81.0,-85.0,-87.0,,,-49.0,,,-49.0,-49.0,,-79.0,-77.0,-79.0,-70.0,-69.0,-62.0,-78.0,-77.0,-77.0,,-84.0,-87.0,-88.0,-88.0,,-83.0,-84.0,-71.0,,,,,,,,
