Fingerprint ID,coordinate_X,coordinate_Y,00:12:da:9e:32:31,00:15:f9:6c:7d:72,00:15:f9:6c:7d:71,00:15:f9:6c:7d:70,00:12:da:9e:32:30,00:11:21:6c:4e:72,00:11:21:6c:4e:71,00:15:f9:6c:7d:21,00:11:21:6c:50:e2,00:11:21:6c:4e:70,00:11:21:6c:50:e1,00:11:21:6c:50:e0,00:12:da:9e:32:32,00:15:f9:6c:7d:20,00:15:f9:6c:7d:22,00:11:21:66:75:81,00:11:21:66:75:82,00:11:21:66:75:80,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:1b:fc:22:43:4e,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:12:80:17:ac:ae,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:17:df:7d:70:51,00:17:df:7d:70:52,00:12:da:9e:31:91,00:0f:60:06:71:2e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
189,15.75,11.25,-62.0,-52.0,-49.0,-52.0,-63.0,-62.0,-62.0,-74.0,-76.0,-75.0,-75.0,-75.0,-62.0,-74.0,-76.0,-81.0,,-80.0,-84.0,-82.0,-83.0,,,,,,,,,,,,,,,,,,
190,15.75,11.25,-59.0,-56.0,-52.0,-56.0,-60.0,-61.0,-61.0,-77.0,-76.0,-61.0,-76.0,-76.0,-58.0,-77.0,-77.0,-81.0,-81.0,-80.0,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,
191,15.75,11.25,-68.0,-53.0,-53.0,-53.0,-68.0,-61.0,-62.0,-76.0,-74.0,-61.0,-75.0,-77.0,-68.0,-77.0,-77.0,-81.0,-82.0,,-82.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,
192,15.75,11.25,-63.0,-54.0,-54.0,-54.0,-62.0,-71.0,-71.0,-76.0,-76.0,-71.0,-76.0,-76.0,-63.0,-75.0,-77.0,-81.0,-82.0,-82.0,-80.0,-80.0,-82.0,,,,,,,,,,,,,,,,,,
193,15.75,11.25,-63.0,-50.0,-50.0,-49.0,-62.0,-62.0,-61.0,-76.0,-77.0,-62.0,-76.0,-77.0,-63.0,-77.0,-76.0,,,-82.0,-82.0,-82.0,-84.0,,,,,,,,,,,,,,,,,,
194,15.75,11.25,-69.0,-44.0,-44.0,-44.0,-69.0,-72.0,-72.0,-78.0,-74.0,-71.0,-76.0,-82.0,-69.0,-78.0,-79.0,-82.0,-86.0,,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,
195,15.75,11.25,-69.0,-53.0,-49.0,-53.0,-69.0,-73.0,-73.0,-78.0,-72.0,-73.0,-73.0,-72.0,-68.0,-78.0,-79.0,-84.0,-84.0,-84.0,-83.0,-82.0,-84.0,,,,,,,,,,,,,,,,,,
196,15.75,11.25,-66.0,-56.0,-56.0,-57.0,-66.0,-61.0,-61.0,-75.0,-79.0,-61.0,-79.0,-76.0,-66.0,-75.0,-75.0,-82.0,-84.0,-85.0,-84.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,
197,15.75,11.25,-70.0,-58.0,-50.0,-57.0,-71.0,-70.0,-70.0,-82.0,-75.0,-70.0,-81.0,-77.0,-72.0,-84.0,-81.0,-79.0,-80.0,-85.0,-82.0,-81.0,-83.0,,,,,,,,,,,,,,,,,,
198,15.75,11.25,-71.0,-58.0,-58.0,-59.0,-70.0,-76.0,-77.0,-74.0,-74.0,-77.0,-73.0,-74.0,-71.0,-74.0,-76.0,-81.0,-81.0,-81.0,-85.0,-83.0,-84.0,,,,,,,,,,,,,,,,,,
199,15.75,11.25,-65.0,-57.0,-54.0,-57.0,-65.0,-62.0,-62.0,-75.0,-77.0,-62.0,-80.0,-78.0,-65.0,-75.0,-75.0,-81.0,-86.0,-87.0,-84.0,-85.0,-84.0,,,,,,,,,,,,,,,,,,
200,17.75,11.25,-52.0,-57.0,-57.0,-57.0,-52.0,-67.0,-67.0,-79.0,-76.0,-67.0,-77.0,-77.0,-52.0,-78.0,-80.0,-81.0,-81.0,-80.0,-85.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,
201,17.75,11.25,-57.0,-51.0,-52.0,-51.0,-57.0,-67.0,-71.0,-75.0,-71.0,-67.0,-71.0,-71.0,-57.0,-73.0,-75.0,-81.0,-87.0,-88.0,-83.0,-84.0,-84.0,,,,,,,,,,,,,,,,,,
202,17.75,11.25,-52.0,-49.0,-49.0,-49.0,-55.0,-72.0,-73.0,-72.0,-72.0,-72.0,-73.0,-78.0,-55.0,-74.0,-73.0,-84.0,-86.0,-85.0,-83.0,-83.0,-84.0,,,,,,,,,,,,,,,,,,
203,17.75,11.25,-57.0,-53.0,-53.0,-53.0,-57.0,-72.0,-72.0,-76.0,-77.0,-72.0,-73.0,-72.0,-57.0,-76.0,-76.0,-86.0,-85.0,-85.0,-83.0,-83.0,-87.0,,,,,,,,,,,,,,,,,,
204,17.75,11.25,-55.0,-50.0,-50.0,-51.0,-49.0,-74.0,-67.0,-77.0,-73.0,-67.0,-73.0,-73.0,-49.0,-76.0,-73.0,-86.0,-88.0,-86.0,-86.0,-84.0,-83.0,,,,,,,,,,,,,,,,,,
205,17.75,11.25,-49.0,-49.0,-48.0,-49.0,-56.0,-71.0,-71.0,-77.0,-74.0,-71.0,-74.0,-74.0,-55.0,-72.0,-76.0,,-88.0,-86.0,-85.0,-85.0,-86.0,,,,,,,,,,,,,,,,,,
206,17.75,11.25,-57.0,-51.0,-49.0,-52.0,-48.0,-67.0,-68.0,-76.0,-74.0,-68.0,-73.0,-74.0,-56.0,-73.0,-76.0,,-86.0,,-87.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,
207,17.75,11.25,-56.0,-50.0,-50.0,-49.0,-57.0,-67.0,-67.0,-72.0,-75.0,-67.0,-73.0,-72.0,-56.0,-71.0,-73.0,-86.0,-88.0,-87.0,-85.0,-86.0,-85.0,,,,,,,,,,,,,,,,,,
208,17.75,11.25,-56.0,-58.0,-61.0,-61.0,-55.0,-65.0,-66.0,-72.0,-76.0,-65.0,-73.0,-77.0,-55.0,-71.0,-73.0,-86.0,-85.0,-87.0,-83.0,-83.0,-84.0,,,,,,,,,,,,,,,,,,
209,17.75,11.25,-58.0,-52.0,-52.0,-53.0,-52.0,-66.0,-66.0,-73.0,-77.0,-66.0,-76.0,-73.0,-58.0,-83.0,-73.0,,-87.0,,-83.0,-83.0,-82.0,,,,,,,,,,,,,,,,,,
210,17.75,11.25,-50.0,-52.0,-51.0,-50.0,-51.0,-65.0,-65.0,-72.0,-76.0,-65.0,-73.0,-75.0,-56.0,-73.0,-81.0,,-89.0,,-86.0,-86.0,-85.0,,,,,,,,,,,,,,,,,,
211,17.75,11.25,-53.0,-48.0,-49.0,-49.0,-48.0,-73.0,-73.0,-79.0,-74.0,-73.0,-74.0,-73.0,-53.0,-80.0,-79.0,-87.0,-86.0,-88.0,-84.0,-85.0,-83.0,,,,,,,,,,,,,,,,,,
212,17.75,11.25,-56.0,-47.0,-48.0,-48.0,-56.0,-66.0,-65.0,-75.0,-72.0,-66.0,-72.0,-72.0,-55.0,-73.0,-75.0,-88.0,-86.0,-87.0,-83.0,-83.0,-85.0,,,,,,,,,,,,,,,,,,
213,17.75,11.25,-55.0,-51.0,-51.0,-52.0,-50.0,-65.0,-66.0,-70.0,-73.0,-65.0,-72.0,-72.0,-51.0,-70.0,-74.0,-86.0,-85.0,-85.0,-86.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,
214,17.75,11.25,-57.0,-53.0,-52.0,-51.0,-56.0,-69.0,-69.0,-75.0,-77.0,-70.0,-76.0,-73.0,-57.0,-74.0,-73.0,-87.0,-88.0,-85.0,-84.0,-84.0,-84.0,,,,,,,,,,,,,,,,,,
215,17.75,11.25,-57.0,-53.0,-53.0,-53.0,-57.0,-70.0,-70.0,-75.0,-76.0,-70.0,-73.0,-77.0,-65.0,-74.0,-73.0,-87.0,-85.0,-87.0,-83.0,-83.0,-84.0,,,,,,,,,,,,,,,,,,
216,17.75,11.25,-56.0,-51.0,-52.0,-52.0,-57.0,-72.0,-71.0,-78.0,-72.0,-67.0,-73.0,-72.0,-57.0,-70.0,-72.0,,-88.0,-87.0,-82.0,-82.0,-83.0,,,,,,,,,,,,,,,,,,
217,17.75,11.25,-51.0,-51.0,-51.0,-52.0,-51.0,-66.0,-72.0,-76.0,-75.0,-73.0,-76.0,-74.0,-56.0,-75.0,-74.0,-87.0,-86.0,,-87.0,-85.0,-88.0,,,,,,,,,,,,,,,,,,
218,17.75,11.25,-51.0,-50.0,-49.0,-50.0,-51.0,-66.0,-66.0,-74.0,-76.0,-66.0,-77.0,-73.0,-57.0,-73.0,-75.0,-87.0,-84.0,,-84.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,
219,17.75,11.25,-59.0,-50.0,-50.0,-50.0,-53.0,-69.0,-69.0,-75.0,-77.0,-69.0,-71.0,-72.0,-59.0,-73.0,-76.0,-85.0,-86.0,,-85.0,-85.0,-84.0,,,,,,,,,,,,,,,,,,
220,19.75,11.25,-63.0,-56.0,-56.0,-56.0,-63.0,-62.0,-61.0,-72.0,-81.0,-63.0,-80.0,-81.0,-61.0,-72.0,-72.0,-87.0,-85.0,,,,,,,,,,,,,,,,,,,,,,
221,19.75,11.25,-61.0,-63.0,-63.0,-56.0,-61.0,-78.0,-71.0,-70.0,-77.0,-79.0,-78.0,-79.0,-61.0,-70.0,-70.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,,,,,
222,19.75,11.25,-63.0,-57.0,-57.0,-56.0,-62.0,-70.0,-71.0,-69.0,-74.0,-71.0,-75.0,-74.0,-63.0,-68.0,-70.0,-80.0,-81.0,-82.0,,,,,,,,,,,,,,,,,,,,,
223,19.75,11.25,-63.0,-51.0,-51.0,-51.0,-62.0,-71.0,-72.0,-72.0,-79.0,-72.0,-79.0,-78.0,-62.0,-72.0,-72.0,-82.0,-81.0,-82.0,,,,,,,,,,,,,,,,,,,,,
224,19.75,11.25,-63.0,-61.0,-58.0,-59.0,-60.0,-76.0,-76.0,-72.0,-78.0,-76.0,-79.0,-79.0,-63.0,-71.0,-72.0,-82.0,-82.0,,-87.0,,,,,,,,,,,,,,,,,,,,
225,19.75,11.25,-64.0,-59.0,-61.0,-59.0,-64.0,-70.0,-69.0,-71.0,-78.0,-70.0,-78.0,-78.0,-64.0,-72.0,-72.0,-82.0,-82.0,,-87.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,
226,19.75,11.25,-61.0,-58.0,-59.0,-58.0,-60.0,-71.0,-71.0,-71.0,-78.0,-71.0,-79.0,-79.0,-64.0,-70.0,-70.0,-84.0,-84.0,,-86.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,
227,19.75,11.25,-65.0,-55.0,-56.0,-55.0,-65.0,-70.0,-71.0,-72.0,-78.0,-70.0,-80.0,-79.0,-62.0,-72.0,-72.0,-82.0,-81.0,-84.0,-86.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,
228,19.75,11.25,-64.0,-60.0,-60.0,-57.0,-61.0,-69.0,-69.0,-73.0,-80.0,-70.0,-79.0,-80.0,-63.0,-73.0,-73.0,-83.0,-83.0,-84.0,,,,,,,,,,,,,,,,,,,,,
229,19.75,11.25,-65.0,-56.0,-57.0,-56.0,-64.0,-74.0,-75.0,-75.0,-79.0,-70.0,-79.0,-79.0,-65.0,-76.0,-80.0,-81.0,-81.0,-83.0,,,,,,,,,,,,,,,,,,,,,
230,19.75,11.25,-61.0,-54.0,-54.0,-53.0,-61.0,-74.0,-73.0,-72.0,-78.0,-75.0,-77.0,-77.0,-71.0,-72.0,-73.0,-84.0,-84.0,-83.0,,,,,,,,,,,,,,,,,,,,,
231,19.75,11.25,-62.0,-54.0,-54.0,-53.0,-62.0,-74.0,-74.0,-72.0,-77.0,-75.0,-78.0,-78.0,-63.0,-72.0,-72.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,
232,19.75,11.25,-64.0,-54.0,-53.0,-53.0,-64.0,-69.0,-69.0,-71.0,-80.0,-70.0,-79.0,-80.0,-64.0,-72.0,-72.0,-83.0,-80.0,-82.0,,,,,,,,,,,,,,,,,,,,,
233,19.75,11.25,-63.0,-58.0,-57.0,-57.0,-62.0,-69.0,-69.0,-71.0,-78.0,-69.0,-76.0,-79.0,-63.0,-71.0,-71.0,-83.0,-80.0,-84.0,,,,,,,,,,,,,,,,,,,,,
234,19.75,11.25,-63.0,-57.0,-57.0,-58.0,-64.0,-76.0,-76.0,-72.0,-78.0,-76.0,-78.0,-78.0,-64.0,-71.0,-71.0,-83.0,-83.0,-82.0,-87.0,-87.0,-90.0,,,,,,,,,,,,,,,,,,
235,19.75,11.25,-62.0,-57.0,-57.0,-57.0,-62.0,-73.0,-73.0,-71.0,-79.0,-73.0,-79.0,-79.0,-62.0,-71.0,-71.0,-83.0,-83.0,-82.0,-87.0,-87.0,-90.0,,,,,,,,,,,,,,,,,,
236,19.75,11.25,-63.0,-55.0,-54.0,-61.0,-62.0,-68.0,-68.0,-71.0,-78.0,-68.0,-79.0,-77.0,-63.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,
237,19.75,11.25,-68.0,-56.0,-55.0,-56.0,-68.0,-69.0,-69.0,-73.0,-79.0,-70.0,-79.0,-79.0,-68.0,-73.0,-74.0,-82.0,-83.0,,,,,,,,,,,,,,,,,,,,,,
238,19.75,11.25,-61.0,-57.0,-57.0,-58.0,-60.0,-76.0,-76.0,-71.0,-79.0,-76.0,-78.0,-78.0,-61.0,-70.0,-71.0,-82.0,-83.0,,,,,,,,,,,,,,,,,,,,,,
239,19.75,11.25,-62.0,-62.0,-62.0,-62.0,-62.0,-71.0,-72.0,-70.0,-79.0,-72.0,-79.0,-79.0,-62.0,-70.0,-71.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,
240,2.25,0.75,,-77.0,,-81.0,,,,,,,,,,,,,,,-53.0,-53.0,-54.0,,-68.0,-67.0,-67.0,,,,,,,,,,,,,,
241,2.25,0.75,-85.0,-77.0,-78.0,-79.0,-85.0,,,,,,,,-86.0,,,,,,-53.0,-53.0,-53.0,,-72.0,-72.0,-72.0,,,,,,,,,,,,,,
242,2.25,0.75,-84.0,-81.0,-76.0,-77.0,-85.0,,,,,,,,-84.0,,,,,,-51.0,-50.0,-51.0,,-68.0,-67.0,-67.0,,,,,,,,,,,,,,
243,2.25,0.75,-87.0,-78.0,-78.0,-78.0,-85.0,,,,,,,,-85.0,,,,,,-51.0,-50.0,-51.0,,-67.0,-67.0,-67.0,,,,,,,,,,,,,,
244,2.25,0.75,-86.0,-78.0,-78.0,-79.0,-85.0,,,,,,,,-85.0,,,,,,-54.0,-54.0,-54.0,,-65.0,-66.0,-66.0,,,,,,,,,,,,,,
245,2.25,0.75,-85.0,-76.0,-77.0,-77.0,-84.0,,,,,,,,-84.0,,,,,,-53.0,-53.0,-53.0,,-66.0,-67.0,-67.0,,,,,,,,,,,,,,
246,2.25,0.75,-84.0,-81.0,-76.0,-77.0,-85.0,,,,,,,,-85.0,,,,,,-55.0,-55.0,-56.0,,-66.0,-66.0,-66.0,,-88.0,,-87.0,-89.0,,,,,,,,,
247,2.25,0.75,-84.0,-78.0,-81.0,-76.0,-84.0,,,,,,,,-85.0,,,,,,-55.0,-54.0,-55.0,,-65.0,-65.0,-65.0,,-88.0,,-86.0,-89.0,,,,,,,,,
248,2.25,0.75,-85.0,-78.0,-82.0,-78.0,-86.0,,,,,,,,-89.0,,,,,,-52.0,-52.0,-52.0,,-67.0,-67.0,-67.0,,,,-86.0,,,,,,,,,,
249,2.25,0.75,-85.0,-81.0,-81.0,-84.0,-88.0,,,,,,,,-86.0,,,,,,-52.0,-52.0,-52.0,,-68.0,-67.0,-67.0,,,,,,,,,,,,,,
250,2.25,0.75,-85.0,-76.0,-77.0,-77.0,-88.0,,,,,,,,-87.0,,,,,,-51.0,-51.0,-52.0,,-67.0,-67.0,-67.0,,,,,-90.0,,,,,,,,,
251,2.25,0.75,-87.0,-78.0,-78.0,-77.0,-88.0,,,,,,,,-89.0,,,,,,-52.0,-52.0,-52.0,,-67.0,-67.0,-67.0,,,,,-89.0,,,,,,,,,
252,2.25,0.75,-85.0,-82.0,-76.0,-77.0,-86.0,,,,,,,,-85.0,,,,,,-52.0,-52.0,-52.0,,-67.0,-68.0,-68.0,,,,-90.0,-89.0,,,,,,,,,
253,2.25,0.75,-87.0,-76.0,-78.0,-76.0,-86.0,,,,,,,,-87.0,,,,,,-56.0,-52.0,-52.0,,-77.0,-76.0,-77.0,,,,-90.0,-89.0,,,,,,,,,
254,2.25,0.75,-87.0,-77.0,-82.0,-77.0,-86.0,,,,,,,,-85.0,,,,,,-57.0,-55.0,-57.0,,-67.0,-67.0,-67.0,,,,-89.0,-89.0,,,,,,,,,
255,2.25,0.75,-85.0,-77.0,-83.0,-82.0,-86.0,,,,,,,,-86.0,,,,,,-52.0,-52.0,-52.0,,-68.0,-68.0,-68.0,,,,-89.0,,,,,,,,,,
256,2.25,0.75,-88.0,-79.0,-74.0,-78.0,-86.0,,,,,,,,-86.0,,,,,,-51.0,-51.0,-51.0,,-67.0,-68.0,-68.0,,,,,,,,,,,,,,
257,2.25,0.75,-85.0,-77.0,-74.0,-77.0,-86.0,,,,,,,,-87.0,,,,,,-57.0,-57.0,-56.0,,-67.0,-67.0,-67.0,,,,-90.0,-88.0,,,,,,,,,
258,2.25,0.75,-86.0,-76.0,-77.0,-78.0,-86.0,,,,,,,,-86.0,,,,,,-56.0,-55.0,-55.0,,-67.0,-68.0,-68.0,,,,-90.0,-89.0,,,,,,,,,
259,2.25,0.75,-86.0,-82.0,-78.0,-82.0,-88.0,,,,,,,,-86.0,,,,,,-55.0,-55.0,-55.0,,-68.0,-69.0,-68.0,,,,-89.0,-89.0,,,,,,,,,
260,21.75,11.25,-67.0,-61.0,-61.0,-60.0,-67.0,-61.0,-63.0,-77.0,-79.0,-63.0,-79.0,-80.0,-67.0,-76.0,-71.0,-87.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,
261,21.75,11.25,-68.0,-59.0,-53.0,-52.0,-65.0,-61.0,-61.0,-69.0,-80.0,-62.0,-80.0,-80.0,-65.0,-69.0,-69.0,,,-88.0,,,,,,,,,,,,,,,,,,,,,
262,21.75,11.25,-70.0,-52.0,-52.0,-53.0,-70.0,-66.0,-67.0,-69.0,-79.0,-66.0,-79.0,-79.0,-70.0,-68.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,
263,21.75,11.25,-67.0,-60.0,-61.0,-58.0,-67.0,-69.0,-69.0,-73.0,-75.0,-69.0,-76.0,-73.0,-68.0,-66.0,-72.0,,-87.0,-88.0,,,,,,,,,,,,,,,,,,,,,
264,21.75,11.25,-67.0,-59.0,-60.0,-59.0,-66.0,-64.0,-64.0,-71.0,-76.0,-64.0,-76.0,-76.0,-67.0,-72.0,-71.0,-88.0,-87.0,-88.0,,,,,,,,,,,,,,,,,,,,,
265,21.75,11.25,-67.0,-58.0,-57.0,-57.0,-67.0,-64.0,-74.0,-66.0,-78.0,-63.0,-77.0,-78.0,-66.0,-67.0,-66.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,
266,21.75,11.25,-67.0,-59.0,-60.0,-58.0,-68.0,-65.0,-65.0,-70.0,-77.0,-65.0,-77.0,-76.0,-66.0,-66.0,-66.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,
267,21.75,11.25,-66.0,-58.0,-59.0,-58.0,-67.0,-68.0,-68.0,-69.0,-77.0,-67.0,-75.0,-76.0,-67.0,-69.0,-70.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,
268,21.75,11.25,-68.0,-60.0,-59.0,-61.0,-69.0,-71.0,-70.0,-70.0,-77.0,-70.0,-77.0,-79.0,-67.0,-70.0,-70.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,
269,21.75,11.25,-68.0,-60.0,-60.0,-60.0,-68.0,-66.0,-66.0,-70.0,-77.0,-66.0,-77.0,-79.0,-67.0,-70.0,-71.0,-89.0,-87.0,,,,,,,,,,,,,,,,,,,,,,
270,21.75,11.25,-68.0,-61.0,-59.0,-59.0,-68.0,-65.0,-66.0,-70.0,-79.0,-63.0,-75.0,-72.0,-67.0,-67.0,-70.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,
271,21.75,11.25,-67.0,-58.0,-59.0,-59.0,-66.0,-65.0,-66.0,-66.0,-78.0,-63.0,-77.0,-76.0,-66.0,-66.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,
272,21.75,11.25,-66.0,-59.0,-58.0,-59.0,-66.0,-65.0,-64.0,-69.0,-77.0,-65.0,-76.0,-75.0,-67.0,-68.0,-69.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,
273,21.75,11.25,-68.0,-59.0,-60.0,-59.0,-68.0,-66.0,-66.0,-70.0,-76.0,-62.0,-75.0,-77.0,-67.0,-70.0,-67.0,,-88.0,,,,,,,,,,,,,,,,,,,,,,
274,21.75,11.25,-68.0,-59.0,-59.0,-59.0,-68.0,-67.0,-67.0,-67.0,-78.0,-67.0,-73.0,-78.0,-67.0,-67.0,-67.0,,-88.0,,,,,,,,,,,,,,,,,,,,,,
275,21.75,11.25,-67.0,-59.0,-59.0,-60.0,-68.0,-70.0,-66.0,-70.0,-73.0,-66.0,-77.0,-76.0,-67.0,-69.0,-70.0,,-88.0,,,,,,,,,,,,,,,,,,,,,,
276,21.75,11.25,-67.0,-59.0,-59.0,-59.0,-67.0,-66.0,-66.0,-70.0,-76.0,-67.0,-77.0,-73.0,-67.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,
277,21.75,11.25,-67.0,-59.0,-58.0,-60.0,-68.0,-65.0,-66.0,-70.0,-73.0,-66.0,-76.0,-78.0,-67.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,
278,21.75,11.25,-81.0,-58.0,-58.0,-58.0,-80.0,-68.0,-69.0,-69.0,-77.0,-69.0,-77.0,-78.0,-80.0,-67.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,
279,21.75,11.25,-70.0,-56.0,-56.0,-57.0,-70.0,-65.0,-64.0,-70.0,-77.0,-65.0,-77.0,-74.0,-65.0,-68.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,
280,23.75,11.25,-65.0,-66.0,-66.0,-67.0,-65.0,-57.0,-57.0,-67.0,-76.0,-58.0,-76.0,-76.0,-65.0,-67.0,-67.0,,-88.0,,,,,-90.0,,,,,,,,,,,,,,,,,
281,23.75,11.25,-72.0,-57.0,-62.0,-61.0,-72.0,-56.0,-57.0,-66.0,-76.0,-58.0,-78.0,-76.0,-72.0,-67.0,-67.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,
282,23.75,11.25,-75.0,-52.0,-53.0,-52.0,-74.0,-57.0,-57.0,-64.0,-76.0,-58.0,-76.0,-72.0,-70.0,-64.0,-64.0,-87.0,-86.0,-88.0,,,,,,,,,,,,,,,,,,,,,
283,23.75,11.25,-73.0,-52.0,-52.0,-52.0,-72.0,-58.0,-57.0,-66.0,-74.0,-55.0,-77.0,-75.0,-73.0,-66.0,-66.0,-88.0,-86.0,-88.0,,,,,,,,,,,,,,,,,,,,,
284,23.75,11.25,-68.0,-50.0,-50.0,-50.0,-67.0,-65.0,-65.0,-67.0,-75.0,-65.0,-74.0,-75.0,-69.0,-67.0,-67.0,-88.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,,
285,23.75,11.25,-68.0,-51.0,-51.0,-52.0,-69.0,-59.0,-58.0,-63.0,-76.0,-58.0,-75.0,-75.0,-71.0,-63.0,-63.0,,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,,
286,23.75,11.25,-71.0,-52.0,-51.0,-51.0,-71.0,-67.0,-67.0,-66.0,-75.0,-66.0,-75.0,-73.0,-71.0,-66.0,-66.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,
287,23.75,11.25,-71.0,-53.0,-52.0,-52.0,-71.0,-58.0,-58.0,-67.0,-76.0,-59.0,-77.0,-77.0,-71.0,-67.0,-66.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,
288,23.75,11.25,-72.0,-51.0,-51.0,-50.0,-69.0,-58.0,-59.0,-66.0,-75.0,-58.0,-76.0,-76.0,-70.0,-66.0,-66.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,
289,23.75,11.25,-72.0,-52.0,-51.0,-53.0,-73.0,-59.0,-58.0,-66.0,-76.0,-57.0,-76.0,-76.0,-73.0,-66.0,-66.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,
290,23.75,11.25,-72.0,-52.0,-52.0,-52.0,-71.0,-58.0,-58.0,-67.0,-76.0,-56.0,-76.0,-76.0,-69.0,-66.0,-67.0,-87.0,-88.0,,,,,,,,,,,,,,,,,,,,,,
291,23.75,11.25,-69.0,-52.0,-52.0,-52.0,-69.0,-57.0,-57.0,-66.0,-76.0,-57.0,-75.0,-75.0,-68.0,-71.0,-66.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,
292,23.75,11.25,-70.0,-51.0,-51.0,-51.0,-71.0,-57.0,-57.0,-67.0,-74.0,-56.0,-75.0,-73.0,-72.0,-66.0,-67.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,
293,23.75,11.25,-73.0,-51.0,-51.0,-51.0,-69.0,-57.0,-56.0,-67.0,-75.0,-57.0,-75.0,-75.0,-69.0,-67.0,-67.0,,-87.0,-88.0,,,,,,,,,,,,,,,,,,,,,
294,23.75,11.25,-68.0,-52.0,-52.0,-52.0,-69.0,-56.0,-57.0,-66.0,-76.0,-55.0,-75.0,-76.0,-69.0,-67.0,-66.0,,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,
295,23.75,11.25,-72.0,-52.0,-52.0,-52.0,-71.0,-59.0,-58.0,-66.0,-75.0,-58.0,-76.0,-75.0,-71.0,-66.0,-67.0,-87.0,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,
296,23.75,11.25,-73.0,-52.0,-52.0,-52.0,-74.0,-56.0,-56.0,-66.0,-77.0,-56.0,-77.0,-75.0,-73.0,-66.0,-66.0,-85.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,
297,23.75,11.25,-68.0,-65.0,-64.0,-64.0,-68.0,-57.0,-56.0,-65.0,-72.0,-57.0,-77.0,-73.0,-66.0,-64.0,-64.0,-88.0,-88.0,-89.0,,,,,,,,,,,,,,,,,,,,,
298,23.75,11.25,-73.0,-52.0,-51.0,-53.0,-72.0,-57.0,-57.0,-65.0,-75.0,-55.0,-75.0,-75.0,-72.0,-65.0,-65.0,-88.0,-88.0,-89.0,,,,,,,,,,,,,,,,,,,,,
299,23.75,11.25,-69.0,-51.0,-51.0,-52.0,-70.0,-56.0,-56.0,-65.0,-77.0,-57.0,-76.0,-77.0,-70.0,-65.0,-65.0,,-88.0,,,,,,,,,,,,,,,,,,,,,,
300,25.75,11.25,-78.0,-58.0,-56.0,-57.0,-78.0,-59.0,-56.0,-70.0,-84.0,-57.0,-82.0,-81.0,-77.0,-65.0,-70.0,-88.0,-89.0,-88.0,,,,,,,,,,,,,,,,,,,,,
301,25.75,11.25,-80.0,-62.0,-67.0,-66.0,-82.0,-63.0,-63.0,-66.0,-77.0,-63.0,-77.0,-77.0,-77.0,-66.0,-69.0,,-90.0,-88.0,,,,,,,,,,,,,,,,,,,,,
