Fingerprint ID,coordinate_X,coordinate_Y,00:12:da:9e:32:31,00:15:f9:6c:7d:72,00:15:f9:6c:7d:71,00:15:f9:6c:7d:70,00:12:da:9e:32:30,00:11:21:6c:4e:72,00:11:21:6c:4e:71,00:15:f9:6c:7d:21,00:11:21:6c:50:e2,00:11:21:6c:4e:70,00:11:21:6c:50:e1,00:11:21:6c:50:e0,00:12:da:9e:32:32,00:15:f9:6c:7d:20,00:15:f9:6c:7d:22,00:11:21:66:75:81,00:11:21:66:75:82,00:11:21:66:75:80,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:1b:fc:22:43:4e,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:12:80:17:ac:ae,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:17:df:7d:70:51,00:17:df:7d:70:52,00:12:da:9e:31:91,00:0f:60:06:71:2e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
421,37.75,11.25,-87.0,-74.0,-75.0,-74.0,-89.0,-68.0,-69.0,-70.0,-87.0,-68.0,-86.0,-88.0,-86.0,-70.0,-89.0,,,,,,,-85.0,,,,,,,,,,,-89.0,,,,,,-88.0
422,37.75,11.25,-82.0,-80.0,-80.0,-75.0,-81.0,-63.0,-63.0,-75.0,-88.0,-64.0,-87.0,-89.0,-82.0,-75.0,-76.0,,,,,,,,,,,,,,,,,,-89.0,,,,,,-88.0
423,37.75,11.25,-84.0,-75.0,-74.0,-75.0,-85.0,-65.0,-65.0,-71.0,-83.0,-65.0,-83.0,-86.0,-84.0,-72.0,-69.0,,,,,,,,,,,,,,,,,,-89.0,-87.0,-89.0,,,,
424,37.75,11.25,-80.0,-77.0,-76.0,-76.0,-80.0,-59.0,-59.0,-68.0,-79.0,-59.0,-81.0,-80.0,-80.0,-68.0,-90.0,,,,,,,,,,,,,,,,,,,-87.0,-89.0,,,,-87.0
425,37.75,11.25,-81.0,-76.0,-75.0,-76.0,-81.0,-67.0,-67.0,-76.0,-87.0,-67.0,-85.0,-84.0,-82.0,-76.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,-87.0
426,37.75,11.25,-78.0,-75.0,-76.0,-75.0,-79.0,-72.0,-72.0,-74.0,-86.0,-72.0,-85.0,-85.0,-79.0,-74.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,
427,37.75,11.25,-80.0,-77.0,-75.0,-76.0,-79.0,-69.0,-69.0,-76.0,-86.0,-69.0,-87.0,-87.0,-79.0,-77.0,-77.0,,,,,,,,,,,,,,,,,,,,,-90.0,-89.0,,
428,37.75,11.25,-81.0,-77.0,-76.0,-74.0,-82.0,-66.0,-66.0,-67.0,-83.0,-66.0,-83.0,-82.0,-81.0,-68.0,-68.0,,,,,,,,,,,,,,,,,,-87.0,-88.0,,-90.0,-89.0,,
429,37.75,11.25,-80.0,-76.0,-77.0,-75.0,-80.0,-68.0,-67.0,-71.0,-85.0,-68.0,-86.0,-88.0,-80.0,-71.0,-72.0,,,,,,,-87.0,,,,,,,,,,,-87.0,-86.0,,,,,
430,37.75,11.25,-80.0,-75.0,-77.0,-77.0,-79.0,-68.0,-68.0,-71.0,-87.0,-68.0,-85.0,-86.0,-79.0,-71.0,-71.0,,,,,,,-87.0,,,,,,,,,,,,-86.0,,,,,
431,37.75,11.25,-80.0,-77.0,-77.0,-77.0,-80.0,-69.0,-69.0,-72.0,-85.0,-68.0,-90.0,-84.0,-80.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,
432,37.75,11.25,-78.0,-88.0,-79.0,-79.0,-79.0,-68.0,-68.0,-71.0,-87.0,-68.0,-87.0,-84.0,-79.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,-87.0,,,,,
433,37.75,11.25,-80.0,-79.0,-78.0,-78.0,-79.0,-67.0,-67.0,-71.0,-86.0,-67.0,-84.0,-88.0,-79.0,-72.0,-71.0,,,,,,,,,,,,,,,,,,,-87.0,,,,,
434,37.75,11.25,-81.0,-78.0,-77.0,-78.0,-79.0,-67.0,-67.0,-71.0,-87.0,-68.0,-85.0,-88.0,-82.0,-71.0,-71.0,,,,,,,,,,,,,,,,,,,-84.0,-85.0,,,,
435,37.75,11.25,-81.0,-77.0,-77.0,-77.0,-79.0,-68.0,-67.0,-71.0,-85.0,-67.0,-84.0,-86.0,-82.0,-71.0,-71.0,,,,,,,,,,,,,,,,,,-85.0,-84.0,-85.0,,,,
436,37.75,11.25,-81.0,-78.0,-77.0,-76.0,-80.0,-67.0,-68.0,-71.0,-87.0,-67.0,-86.0,-86.0,-81.0,-71.0,-71.0,,,,,,,,,,,,,,,,,,-85.0,,-85.0,,,,
437,37.75,11.25,-83.0,-73.0,-72.0,-72.0,-83.0,-62.0,-62.0,-73.0,-83.0,-63.0,-82.0,-85.0,-82.0,-72.0,-73.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,-89.0
438,37.75,11.25,-83.0,-72.0,-73.0,-73.0,-87.0,-59.0,-59.0,-72.0,-85.0,-59.0,-85.0,-84.0,-84.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,-89.0,-88.0,-88.0,,,,-89.0
439,37.75,11.25,-86.0,-74.0,-74.0,-73.0,-85.0,-61.0,-60.0,-71.0,-85.0,-61.0,-85.0,-87.0,-83.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,-87.0,-88.0,-88.0,,,,
440,4.25,0.75,,,-76.0,-75.0,-88.0,,,,,,,,,,,,,-88.0,-50.0,-48.0,-50.0,,-63.0,-63.0,-63.0,,,,,,,,,,,,,,
441,4.25,0.75,-86.0,,-76.0,-71.0,-88.0,,,,,,,,-88.0,,,,,,-44.0,-44.0,-44.0,,-61.0,-61.0,-62.0,,,,,,,,,,,,,,
442,4.25,0.75,-87.0,-76.0,,-71.0,-86.0,,,,,,,,-88.0,,,,-87.0,,-48.0,-47.0,-48.0,,-62.0,-62.0,-62.0,,,,,,,,,,,,,,
443,4.25,0.75,-86.0,-75.0,-75.0,-75.0,-90.0,,,,,,,,-85.0,,,,-87.0,,-44.0,-45.0,-44.0,,-65.0,-66.0,-66.0,,,,,,,,,,,,,,
444,4.25,0.75,-86.0,-75.0,-75.0,-76.0,-90.0,,,,,,,,-85.0,,,,,,-45.0,-45.0,-46.0,,-61.0,-61.0,-61.0,,,,,,,,,,,,,,
445,4.25,0.75,,,,-76.0,-86.0,,,,,,,,-86.0,,,,-91.0,,-47.0,-47.0,-48.0,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,
446,4.25,0.75,-84.0,-78.0,,-79.0,-86.0,,,,,,,,-85.0,,,,-91.0,,-46.0,-46.0,-47.0,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,
447,4.25,0.75,-84.0,-78.0,,-79.0,-86.0,,,,,,,,-85.0,,,,,,-46.0,-47.0,-47.0,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,
448,4.25,0.75,-86.0,-78.0,,-78.0,,,,,,,,,-89.0,,,,,,-47.0,-48.0,-48.0,,-62.0,-62.0,-62.0,,,,,,,,,,,,,,
449,4.25,0.75,-86.0,-78.0,-85.0,-76.0,-88.0,,,,,,,,-86.0,,,,-88.0,,-46.0,-46.0,-46.0,,-63.0,-63.0,-63.0,,,,,,,,,,,,,,
450,4.25,0.75,-86.0,,-85.0,-78.0,-88.0,,,,,,,,-86.0,,,,-88.0,,-47.0,-46.0,-47.0,,-58.0,-59.0,-59.0,,,,,,,,,,,,,,
451,4.25,0.75,-87.0,-77.0,,-78.0,-88.0,,,,,,,,-86.0,,,,,,-45.0,-45.0,-45.0,,-62.0,-61.0,-62.0,,,,,,,,,,,,,,
452,4.25,0.75,-86.0,-77.0,,,-87.0,,,,,,,,-87.0,,,,,,-48.0,-48.0,-48.0,,-62.0,-62.0,-63.0,,,,,,,,,,,,,,
453,4.25,0.75,-88.0,-77.0,,-82.0,-87.0,,,,,,,,-87.0,,,,,,-49.0,-48.0,-48.0,,-63.0,-63.0,-63.0,,,,,,,,,,,,,,
454,4.25,0.75,-88.0,-77.0,,-82.0,-88.0,,,,,,,,-87.0,,,,,,-47.0,-47.0,-47.0,,-61.0,-61.0,-61.0,,,,,,,,,,,,,,
455,4.25,0.75,,,-77.0,-78.0,-88.0,,,,,,,,-87.0,,,,,,-47.0,-47.0,-47.0,,-61.0,-62.0,-62.0,,,,,,,,,,,,,,
456,4.25,0.75,-88.0,,-77.0,-78.0,,,,,,,,,-87.0,,,,,,-46.0,-45.0,-45.0,,-60.0,-59.0,-61.0,,,,,,,,,,,,,,
457,4.25,0.75,-87.0,-79.0,,,,,,,,,,,-87.0,,,,,,-46.0,-46.0,-47.0,,-59.0,-59.0,-58.0,,,,,,,,,,,,,,
458,4.25,0.75,-87.0,-79.0,,-77.0,-87.0,,,,,,,,-87.0,,,,-89.0,,-45.0,-45.0,-46.0,,-61.0,-60.0,-61.0,,,,,,,,,,,,,,
459,4.25,0.75,,-78.0,-80.0,-81.0,-87.0,,,,,,,,-89.0,,,,-89.0,,-44.0,-45.0,-45.0,,-58.0,-58.0,-58.0,,,,,,,,,,,,,,
460,6.25,0.75,-87.0,,-79.0,,,,,,,,,,-87.0,,,,-86.0,,-47.0,-46.0,-46.0,,-69.0,-69.0,-69.0,,,,,,,,,,,,,,
461,6.25,0.75,-87.0,-78.0,,,,,,,,,,,,,,-84.0,-86.0,-86.0,-49.0,-49.0,-49.0,,-67.0,-67.0,-67.0,,,,,,,,,,,,,,
462,6.25,0.75,-81.0,-80.0,-75.0,-74.0,,,,,,,,,-83.0,,,-85.0,,-85.0,-37.0,-37.0,-37.0,,-66.0,-67.0,-67.0,,,,,,,,,,,,,,
463,6.25,0.75,-83.0,-81.0,-76.0,-74.0,-83.0,,,,,,,,-83.0,,,-84.0,-86.0,-85.0,-37.0,-37.0,-37.0,,-68.0,-67.0,-67.0,,,,,,,,,,,,,,
464,6.25,0.75,-84.0,-81.0,-76.0,-74.0,-83.0,,,,,,,,-83.0,,,-84.0,-84.0,-85.0,-52.0,-50.0,-52.0,,-66.0,-65.0,-66.0,,,,,,,,,,,,,,
465,6.25,0.75,-84.0,-77.0,,-77.0,-85.0,,,,,,,,-85.0,,,-85.0,-85.0,-85.0,-41.0,-38.0,-40.0,,-63.0,-64.0,-64.0,,,,,,,,,,,,,,
466,6.25,0.75,-84.0,-77.0,-82.0,-76.0,-85.0,,,,,,,,-84.0,,,-85.0,-85.0,-89.0,-40.0,-41.0,-41.0,,-65.0,-64.0,-65.0,,,,,,,,,,,,,,
467,6.25,0.75,-83.0,,-85.0,-76.0,-87.0,,,,,,,,-85.0,,,-86.0,-89.0,-89.0,-38.0,-38.0,-39.0,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,
468,6.25,0.75,-84.0,-78.0,-77.0,-77.0,-85.0,,,,,,,,-83.0,,,-86.0,-86.0,-87.0,-41.0,-39.0,-41.0,,-64.0,-65.0,-67.0,,,,,,,,,,,,,,
469,6.25,0.75,-88.0,-78.0,-77.0,-77.0,-87.0,,,,,,,,-86.0,,,-86.0,-86.0,-87.0,-38.0,-38.0,-39.0,,-65.0,-66.0,-64.0,,,,,,,,,,,,,,
470,6.25,0.75,-86.0,-78.0,,-83.0,-87.0,,,,,,,,-86.0,,,,,,-41.0,-41.0,-42.0,,-55.0,-56.0,-56.0,,,,,,,,,,,,,,
471,6.25,0.75,-83.0,-80.0,,-74.0,-83.0,,,,,,,,-85.0,,,,,,-44.0,-43.0,-45.0,,-68.0,-68.0,-69.0,,,,,,,,,,,,,,
472,6.25,0.75,-82.0,-81.0,,-74.0,-83.0,,,,,,,,-84.0,,,-88.0,-86.0,,-39.0,-38.0,-39.0,,-56.0,-57.0,-57.0,,,,,,,,,,,,,,
473,6.25,0.75,-85.0,-78.0,,,-82.0,,,,,,,,-83.0,,,-86.0,-85.0,-87.0,-41.0,-41.0,-39.0,,-68.0,-67.0,-66.0,,,,,,,,,,,,,,
474,6.25,0.75,-85.0,-82.0,,,-84.0,,,,,,,,-83.0,,,-86.0,-86.0,-87.0,-38.0,-41.0,-39.0,,-57.0,-57.0,-67.0,,,,,,,,,,,,,,
475,6.25,0.75,-83.0,-79.0,-82.0,,-83.0,,,,,,,,-85.0,,,-86.0,-85.0,-85.0,-41.0,-39.0,-39.0,,-67.0,-68.0,-67.0,,,,,,,,,,,,,,
476,6.25,0.75,-87.0,-75.0,-82.0,-75.0,-88.0,,,,,,,,-87.0,,,-87.0,-89.0,-88.0,-42.0,-42.0,-42.0,,-67.0,-67.0,-66.0,,,,,,,,,,,,,,
477,6.25,0.75,-83.0,-75.0,,-75.0,-83.0,,,,,,,,-82.0,,,-86.0,-86.0,-88.0,-42.0,-42.0,-42.0,,-57.0,-56.0,-57.0,,,,,,,,,,,,,,
478,6.25,0.75,-83.0,-74.0,,,-82.0,,,,,,,,-82.0,,,-86.0,-86.0,-85.0,-42.0,-39.0,-42.0,,-67.0,-66.0,-67.0,,,,,,,,,,,,,,
479,6.25,0.75,-82.0,-76.0,-82.0,-82.0,-83.0,,,,,,,,-83.0,,,-86.0,-85.0,-82.0,-42.0,-41.0,-42.0,,-67.0,-66.0,-67.0,,,,,,,,,,,,,,
480,8.25,0.75,-82.0,-70.0,-70.0,-71.0,-82.0,,,,,,,,-81.0,,,,,,-57.0,-55.0,-56.0,,-70.0,-69.0,-69.0,-90.0,,,,,,,,,,,,,
481,8.25,0.75,-84.0,-75.0,-70.0,-72.0,-83.0,,,,,,,,-82.0,,,,,,-54.0,-55.0,-55.0,,-71.0,-71.0,-71.0,,,,,,,,,,,,,,
482,8.25,0.75,-84.0,-75.0,-70.0,-80.0,-84.0,,,,,,,,-84.0,,,,,,-56.0,-57.0,-57.0,,-67.0,-67.0,-67.0,-90.0,,,,,,,,,,,,,
483,8.25,0.75,-84.0,-72.0,-72.0,-73.0,-89.0,,,,,,,,-84.0,,,-88.0,-89.0,-89.0,-66.0,-65.0,-66.0,,-66.0,-66.0,-66.0,-92.0,,,,,,,,,,,,,
484,8.25,0.75,-85.0,-75.0,-78.0,-75.0,-85.0,,,,,,,,-85.0,,,-89.0,-89.0,-89.0,-61.0,-62.0,-61.0,,-68.0,-68.0,-68.0,-90.0,,,,,,,,,,,,,
485,8.25,0.75,-86.0,-73.0,-78.0,-72.0,-85.0,,,,,,,,-86.0,,,-88.0,-87.0,-87.0,-62.0,-62.0,-63.0,,-66.0,-67.0,-66.0,-90.0,-89.0,,,,,,,,,,,,
486,8.25,0.75,-87.0,-73.0,-74.0,-72.0,-85.0,,,,,,,,-87.0,,,-87.0,-87.0,-88.0,-59.0,-59.0,-59.0,,-69.0,-69.0,-69.0,,-89.0,,,,,,,,,,,,
487,8.25,0.75,-85.0,-75.0,-74.0,-78.0,,,,,,,,,-85.0,,,-87.0,-87.0,-89.0,-60.0,-60.0,-59.0,,-74.0,-74.0,-73.0,,,,,,,,,,,,,,
488,8.25,0.75,-85.0,-79.0,-78.0,-78.0,,,,,,,,,-85.0,,,,,-88.0,-57.0,-56.0,-58.0,,-67.0,-67.0,-67.0,,,,,,,,,,,,,,
489,8.25,0.75,-85.0,-72.0,-71.0,-71.0,-85.0,,,,,,,,-86.0,,,-86.0,-88.0,-88.0,-58.0,-58.0,-59.0,,-67.0,-68.0,-67.0,,,,,,,,,,,,,,
490,8.25,0.75,-82.0,-69.0,-73.0,-70.0,-85.0,,,,,,,,-87.0,,,-87.0,-86.0,-88.0,-64.0,-64.0,-64.0,,-69.0,-69.0,-67.0,,,,,,,,,,,,,,
491,8.25,0.75,-82.0,-75.0,-75.0,-71.0,-88.0,,,,,,,,-88.0,,,-87.0,-87.0,-88.0,-56.0,-56.0,-56.0,,-64.0,-65.0,-65.0,-90.0,,,,,,,,,,,,,
492,8.25,0.75,-85.0,-67.0,-69.0,-68.0,-89.0,,,,,,,,-84.0,,,,-87.0,-87.0,-62.0,-62.0,-62.0,,-68.0,-69.0,-69.0,-90.0,,,,,,,,,,,,,
493,8.25,0.75,-87.0,-68.0,-68.0,-68.0,-87.0,,,,,,,,-85.0,,,-88.0,-87.0,-89.0,-64.0,-64.0,-64.0,,-69.0,-70.0,-68.0,,,,,,,,,,,,,,
494,8.25,0.75,-86.0,-74.0,-75.0,-74.0,-86.0,,,,,,,,-85.0,,,-88.0,-87.0,-89.0,-69.0,-65.0,-69.0,,-69.0,-69.0,-68.0,,,,,,,,,,,,,,
495,8.25,0.75,-83.0,-69.0,-74.0,-74.0,-86.0,,,,,,,,-85.0,,,-87.0,-87.0,,-69.0,-69.0,-70.0,,-68.0,-68.0,-68.0,,,,,,,,,,,,,,
496,8.25,0.75,-84.0,-77.0,-74.0,,-85.0,,,,,,,,-84.0,,,-87.0,-86.0,-87.0,-68.0,-69.0,-68.0,,-68.0,-68.0,-67.0,,,,,,,,,,,,,,
497,8.25,0.75,-83.0,-76.0,,-76.0,-84.0,,,,,,,,-84.0,,,-86.0,-87.0,-89.0,-66.0,-66.0,-66.0,,-68.0,-68.0,-68.0,,,,,,,,,,,,,,
498,8.25,0.75,-83.0,-76.0,,-76.0,-83.0,,,,,,,,-84.0,,,-88.0,-87.0,-89.0,-71.0,-71.0,-72.0,,-66.0,-65.0,-65.0,,,,,,,,,,,,,,
499,8.25,0.75,-84.0,-69.0,-81.0,,-83.0,,,,,,,,-81.0,,,-86.0,-87.0,-88.0,-69.0,-69.0,-69.0,,-68.0,-68.0,-68.0,,,,,,,,,,,,,,
500,0.25,0.75,,-87.0,-80.0,-87.0,,,,,,,,,,,,,,,-62.0,-62.0,-62.0,,-71.0,-71.0,-70.0,,-86.0,,-86.0,-84.0,,,,,,,,,
501,0.25,0.75,,-87.0,-84.0,-87.0,,,,,,,,,,,,-86.0,,-88.0,-56.0,-55.0,-56.0,,-71.0,-72.0,-72.0,,-86.0,-88.0,-86.0,-85.0,,,,,,,,,
502,0.25,0.75,,-86.0,-82.0,,,,,,,,,,,,,-85.0,-87.0,-88.0,-55.0,-55.0,-55.0,,-71.0,-71.0,-71.0,,-85.0,-88.0,-87.0,-86.0,,,,,,,,,
503,0.25,0.75,,-86.0,-80.0,-81.0,,,,,,,,,,,,-88.0,-87.0,-86.0,-56.0,-55.0,-56.0,,-70.0,-70.0,-70.0,,-86.0,-90.0,-86.0,-84.0,,,,,,,,,
504,0.25,0.75,,-87.0,-84.0,-81.0,,,,,,,,,,,,-87.0,-86.0,-86.0,-55.0,-55.0,-55.0,,-69.0,-70.0,-70.0,,-85.0,-90.0,-84.0,-86.0,,,,,,,,,
505,0.25,0.75,,-87.0,-86.0,,,,,,,,,,,,,-88.0,-86.0,-86.0,-56.0,-56.0,-56.0,,-70.0,-70.0,-70.0,,-85.0,-90.0,-83.0,-86.0,,,,,,,,,
506,0.25,0.75,,-81.0,-82.0,-85.0,,,,,,,,,,,,-88.0,-87.0,-86.0,-56.0,-56.0,-57.0,,-69.0,-69.0,-69.0,,-86.0,-89.0,-86.0,-85.0,,,,,,,,,
507,0.25,0.75,,-81.0,-84.0,-86.0,,,,,,,,,,,,-86.0,-86.0,-87.0,-55.0,-56.0,-55.0,,-70.0,-70.0,-69.0,,-86.0,-89.0,-86.0,-87.0,,,,,,,,,
508,0.25,0.75,,-86.0,-84.0,-86.0,,,,,,,,,,,,-86.0,-87.0,-86.0,-55.0,-56.0,-56.0,,-69.0,-70.0,-70.0,,-85.0,-89.0,-87.0,-86.0,,,,,,,,,
509,0.25,0.75,,-86.0,-87.0,,,,,,,,,,,,,-86.0,-87.0,-86.0,-55.0,-56.0,-56.0,,-69.0,-70.0,-70.0,,-85.0,-89.0,-87.0,-86.0,,,,,,,,,
510,0.25,0.75,,,-80.0,,,,,,,,,,,,,-87.0,-87.0,-89.0,-56.0,-56.0,-55.0,,-69.0,-70.0,-70.0,,-86.0,-89.0,-88.0,-84.0,,,,,,,,,
511,0.25,0.75,,,-84.0,,,,,,,,,,,,,-87.0,-87.0,-89.0,-55.0,-54.0,-55.0,,-69.0,-71.0,-70.0,,-86.0,-89.0,-88.0,-84.0,,,,,,,,,
512,0.25,0.75,,,-87.0,,,,,,,,,,,,,,,,-54.0,-54.0,-54.0,,-69.0,-69.0,-70.0,,-86.0,,-88.0,-85.0,,,,,,,,,
513,0.25,0.75,,,-86.0,,,,,,,,,,,,,-88.0,,-86.0,-52.0,-51.0,-51.0,,-76.0,-75.0,-76.0,,-86.0,,-85.0,-86.0,,,,,,,,,
514,0.25,0.75,,,-83.0,,,,,,,,,,,,,-88.0,-88.0,-87.0,-61.0,-62.0,-62.0,,-74.0,-73.0,-73.0,,-84.0,-90.0,-86.0,-85.0,,,,,,,,,
515,0.25,0.75,,,-87.0,,,,,,,,,,,,,-89.0,-87.0,-86.0,-53.0,-53.0,-54.0,,-71.0,-71.0,-71.0,,-86.0,-89.0,-85.0,-86.0,,,,,,,,,
516,0.25,0.75,,,-84.0,-85.0,,,,,,,,,,,,-89.0,-87.0,-86.0,-57.0,-57.0,-57.0,,-69.0,-69.0,-69.0,,-87.0,-89.0,-86.0,-86.0,,,,,,,,,
517,0.25,0.75,,,-85.0,-86.0,,,,,,,,,,,,-86.0,-85.0,-87.0,-56.0,-56.0,-56.0,,-70.0,-71.0,-70.0,,-88.0,,-86.0,-87.0,,,,,,,,,
518,0.25,0.75,,-84.0,-83.0,-86.0,,,,,,,,,,,,-88.0,-87.0,-87.0,-56.0,-56.0,-55.0,,-70.0,-70.0,-70.0,,-87.0,-90.0,-85.0,-85.0,,,,,,,,,
519,0.25,0.75,-87.0,-76.0,-80.0,-76.0,,,,,,,,,-86.0,,,-86.0,-86.0,-87.0,-54.0,-54.0,-55.0,,-69.0,-68.0,-69.0,,-85.0,-90.0,-85.0,-85.0,,,,,,,,,
520,10.25,0.75,-77.0,-77.0,-75.0,-74.0,-76.0,,,,,,,,-76.0,,,-85.0,-83.0,,-55.0,-55.0,-55.0,,-67.0,-67.0,-67.0,,,-88.0,,,,,,,,,,,
521,10.25,0.75,-78.0,-71.0,-72.0,-69.0,-78.0,,,,,,,,-80.0,,,-85.0,-83.0,,-58.0,-58.0,-58.0,,-66.0,-66.0,-66.0,,,-88.0,,,,,,,,,,,
522,10.25,0.75,-86.0,-67.0,-71.0,-71.0,-77.0,-88.0,-88.0,,,,,,-80.0,,,-86.0,-86.0,-88.0,-56.0,-56.0,-56.0,,-68.0,-68.0,-68.0,,,-88.0,,,,,,,,,,,
523,10.25,0.75,-79.0,-71.0,-68.0,-73.0,-78.0,-88.0,-88.0,,,,,,-78.0,,,-85.0,-88.0,-85.0,-56.0,-55.0,-56.0,,-65.0,-65.0,-65.0,-89.0,,-87.0,,,,,,,,,,,
524,10.25,0.75,-78.0,-73.0,-71.0,-71.0,-79.0,,,,,,,,-79.0,,,-85.0,-87.0,-85.0,-57.0,-57.0,-57.0,,-71.0,-73.0,-73.0,-89.0,,-88.0,,,,,,,,,,,
525,10.25,0.75,-78.0,-73.0,-71.0,-72.0,-85.0,,,,,,,,-79.0,,,-85.0,-87.0,-85.0,-56.0,-57.0,-57.0,,-71.0,-70.0,-70.0,,,-90.0,,,,,,,,,,,
526,10.25,0.75,-78.0,-69.0,-69.0,-70.0,-78.0,,,,,,,,-78.0,,,-87.0,-87.0,-85.0,-57.0,-57.0,-56.0,,-71.0,-69.0,-67.0,,,-88.0,,,,,,,,,,,
527,10.25,0.75,-79.0,-69.0,-70.0,-71.0,-78.0,-89.0,,,,,,,-77.0,,,-88.0,-87.0,-87.0,-55.0,-55.0,-55.0,,-71.0,-70.0,-70.0,-90.0,,-89.0,,,,,,,,,,,
528,10.25,0.75,-79.0,-73.0,-70.0,-72.0,-79.0,-89.0,,,,,,,-80.0,,,-87.0,-87.0,-85.0,-55.0,-56.0,-56.0,,-72.0,-72.0,-70.0,-90.0,,-88.0,,,,,,,,,,,
529,10.25,0.75,-78.0,-72.0,-70.0,-69.0,-79.0,-88.0,-88.0,,,,,,-79.0,,,-88.0,-83.0,-88.0,-56.0,-56.0,-56.0,,-70.0,-71.0,-71.0,,,-89.0,,,,,,,,,,,
530,10.25,0.75,-80.0,-75.0,-68.0,-76.0,-79.0,-88.0,-88.0,,,,,,-79.0,,,-87.0,-88.0,-88.0,-57.0,-57.0,-57.0,,-68.0,-68.0,-68.0,,,-89.0,,,,,,,,,,,
531,10.25,0.75,-80.0,-72.0,-71.0,-72.0,-79.0,,,,,,,,-79.0,,,-87.0,-87.0,-86.0,-56.0,-56.0,-56.0,,-68.0,-71.0,-71.0,,,-88.0,,,,,,,,,,,
532,10.25,0.75,-78.0,-68.0,-68.0,-68.0,-80.0,-90.0,,,,,,,-78.0,,,-87.0,-87.0,-85.0,-56.0,-56.0,-56.0,,-68.0,-71.0,-71.0,,,-88.0,,,,,,,,,,,
533,10.25,0.75,-79.0,-72.0,-68.0,-68.0,-78.0,-90.0,,,,,,,-78.0,,,-89.0,-88.0,-88.0,-56.0,-56.0,-56.0,,-71.0,-71.0,-70.0,,,-89.0,,,,,,,,,,,
534,10.25,0.75,-77.0,-71.0,-73.0,-73.0,-79.0,-90.0,,,,,,,-77.0,,,-86.0,-88.0,-85.0,-56.0,-56.0,-56.0,,-71.0,-71.0,-71.0,,,-90.0,,,,,,,,,,,
535,10.25,0.75,-78.0,-72.0,-70.0,-73.0,-78.0,-89.0,-87.0,,,,,,-80.0,,,-86.0,-85.0,-85.0,-57.0,-56.0,-56.0,,-68.0,-68.0,-70.0,,,-87.0,,,,,,,,,,,
536,10.25,0.75,-78.0,-72.0,-70.0,-72.0,-79.0,-90.0,-89.0,,,-89.0,,,-78.0,,,-86.0,-85.0,,-56.0,-56.0,-56.0,,-70.0,-68.0,-68.0,,,-89.0,,,,,,,,,,,
537,10.25,0.75,-80.0,-73.0,-72.0,-69.0,-84.0,-88.0,-89.0,,,-89.0,,,-79.0,,,-88.0,-85.0,-88.0,-56.0,-56.0,-56.0,,-71.0,-71.0,-71.0,,,-89.0,,,,,,,,,,,
538,10.25,0.75,-77.0,-68.0,-72.0,-73.0,-77.0,-88.0,-89.0,,,,,,-77.0,,,-88.0,-85.0,-86.0,-56.0,-56.0,-56.0,,-70.0,-71.0,-69.0,,,-89.0,,,,,,,,,,,
539,10.25,0.75,-78.0,-68.0,-70.0,-72.0,-76.0,-88.0,-89.0,,,,,,-77.0,,,-85.0,-86.0,-85.0,-56.0,-56.0,-56.0,,-70.0,-71.0,-70.0,-90.0,,-89.0,,,,,,,,,,,
540,12.25,0.75,-74.0,-66.0,-67.0,-67.0,-70.0,-86.0,-88.0,,,-87.0,,,-71.0,,,-77.0,-78.0,-77.0,-64.0,-63.0,-64.0,,-75.0,-75.0,-74.0,,,,,,,,,,,,,,
541,12.25,0.75,-80.0,-67.0,-69.0,-70.0,-70.0,-87.0,-88.0,-90.0,,-87.0,,,-81.0,,,-77.0,-77.0,-85.0,-59.0,-60.0,-60.0,,-69.0,-69.0,-69.0,,,,,,,,,,,,,,
542,12.25,0.75,-69.0,-65.0,-66.0,-65.0,-69.0,-86.0,-89.0,-90.0,,-88.0,,,-69.0,,,-76.0,-76.0,-77.0,-62.0,-62.0,-61.0,,-71.0,-71.0,-71.0,,,,,,,,,,,,,,
543,12.25,0.75,-69.0,-67.0,-68.0,-66.0,-70.0,-86.0,-89.0,,,-88.0,,,-69.0,,,-76.0,-78.0,-79.0,-61.0,-59.0,-61.0,,-71.0,-70.0,-71.0,,,,,,,,,,,,,,
