coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
0.0,4.0,-85,-86.5,3-4 meters
0.0,4.0,-86,-86.33333333333333,3-4 meters
0.0,4.0,-86,-86.25,3-4 meters
0.0,4.0,-81,-81.0,3-4 meters
0.0,4.0,-82,-81.5,3-4 meters
0.0,4.0,-85,-82.66666666666667,3-4 meters
0.0,4.0,-84,-83.0,3-4 meters
0.0,4.0,-83,-83.0,3-4 meters
0.0,4.0,-85,-84.0,3-4 meters
0.0,4.0,-87,-85.0,3-4 meters
0.0,4.0,-84,-84.75,3-4 meters
0.0,4.0,-82,-82.0,3-4 meters
0.0,4.0,-87,-84.5,3-4 meters
0.0,4.0,-86,-85.0,3-4 meters
0.0,4.0,-86,-85.25,3-4 meters
0.0,4.0,-86,-85.4,3-4 meters
0.0,4.0,-85,-85.0,3-4 meters
0.0,4.0,-84,-84.5,3-4 meters
0.0,4.0,-85,-84.66666666666667,3-4 meters
0.0,4.0,-83,-84.25,3-4 meters
0.0,4.0,-86,-84.6,3-4 meters
0.0,4.0,-87,-85.0,3-4 meters
0.0,4.0,-86,-85.14285714285714,3-4 meters
0.0,4.0,-87,-85.375,3-4 meters
